41,33,Deutsch* [Interpublic],New York,"175,780",2.4
42,34,Richards Group,Dallas,"173,000",1.8
43,54,Wieden & Kennedy*,"Portland, Ore.","170,182",27.7
44,41,MediaVest USA* [Publicis],New York,"169,386",9
45,43,Havas Health* [Havas],New York,"167,000",10.6
46,64,McGarryBowen* [Dentsu],New York,"165,000",47.3
47,37,Publicis* [Publicis],New York/Paris,"163,654",-2.6
48,52,iCrossing* [Hearst Corp.'s iCrossing],New York,"161,000",18.3
49,48,"Goodby, Silverstein & Partners* [Omnicom]",San Francisco,"159,083",11.4
50,55,Ogilvy Public Relations Worldwide* [WPP],New York,"154,200",18.6
51,46,Cramer-Krasselt,Chicago,"152,595",2
52,47,CP&B* [MDC Partners],"Miami/Boulder, Colo.","151,029",1.2
53,44,AKQA,San Francisco,"150,000",20
53,58,Ogilvy CommonHealth Worldwide* [WPP],"Parsippany, N.J.","150,000",0
55,51,Integer Group* [Omnicom],"Lakewood, Colo.","149,504",9
56,57,George P. Johnson [Project WorldWide],"Auburn Hills, Mich.","146,016",14.1
57,50,The Agency Inside Harte-Hanks [Harte-Hanks],"Yardley, Pa.","145,068",4.3
58,53,Martin Agency* [Interpublic],"Richmond, Va.","139,373",4.5
59,69,Horizon Media*,New York,"133,000",24.9
60,67,Interbrand* [Omnicom],New York,"125,453",16.8
61,NA,Hill & Knowlton Strategies* [WPP],New York,"125,000",NA
62,NA,MSL Group* [Publicis],Paris,"124,494",NA
63,56,Organic* [Omnicom],San Francisco,"123,000",-4.7
64,62,MediaCom* [WPP],New York,"122,901",9
65,65,RPA,"Santa Monica, Calif.","122,400",10
66,40,Campbell Ewald* [Interpublic],"Warren, Mich.","121,000",-22.9
67,66,Momentum Worldwide* [Interpublic],New York,"120,000",9.1
68,63,UM* [Interpublic],New York,"119,500",6.2
69,61,G2* [WPP],New York,"118,000",2.6
70,71,DraftFCB Healthcare* [Interpublic],New York,"116,635",11.1
71,49,Digitas Health* [Publicis],Philadelphia,"115,000",-17.9
72,72,Ryan Partnership [Hyper Marketing],"Wilton, Conn.","114,454",9.6
73,59,MediaWhiz [Hyper Marketing],New York,"114,083",-5.1
74,78,Critical Mass* [Omnicom],Chicago,"110,000",15.8
75,76,VML* [WPP],"Kansas City, Mo.","109,800",15.3
76,70,Zimmerman Advertising* [Omnicom],"Fort Lauderdale, Fla.","109,000",3.8
77,79,Mullen* [Interpublic],Boston,"106,578",14.6
78,68,Marketing Arm* [Omnicom],Dallas,"106,500",0
79,103,Arnold Worldwide* [Havas],Boston,"106,000",6.5
79,75,Acquity Group,Chicago,"106,000",46.2
81,97,360i* [Dentsu],New York,"105,000",40
82,60,Doner*,"Southfield, Mich.","101,200",-13.9
83,89,Proximity Worldwide* [Omnicom],New York,"101,098",21
84,74,Waggener Edstrom Worldwide,"Bellevue, Wash.","100,539",0.8
85,86,GMR Marketing* [Omnicom],"New Berlin, Wis.","100,000",17.6
85,73,TracyLocke* [Omnicom],Dallas,"100,000",0
87,93,Carat* [Aegis Group],New York,"98,400",23
88,82,GolinHarris* [Interpublic],Chicago,"98,100",9
89,102,Publicis Modem* [Publicis],Paris,"98,000",35.2
90,84,Gyro*,New York,"96,250",8.5
91,77,McCann Healthcare Worldwide* [Interpublic],"Parsippany, N.J.","95,796",0.6
92,91,Jack Morton Worldwide* [Interpublic],Boston,"95,700",16
93,83,Initiative* [Interpublic],New York,"93,700",5.3
94,110,Plattform Advertising [Ad Venture Interactive],"Lenexa, Kan.","93,419",36.4
95,80,Sudler & Hennessey* [WPP],New York,"92,000",0
96,90,Kirshenbaum Bond Senecal & Partners* [MDC Partners],New York,"91,492",9.9
97,92,Goodness Mfg./Trailer Park,Los Angeles,"91,001",11
98,85,MRM Worldwide* [Interpublic],New York,"90,000",5.3
99,88,Porter Novelli* [Omnicom],New York,"87,834",5.1
100,87,Octagon* [Interpublic],"Norwalk, Conn.","87,665",3.5
101,101,Hawkeye [Hawkeye Group],Dallas,"85,422",17.7
102,118,Olson,Minneapolis,"82,765",27.7
103,94,Targetbase* [Omnicom],"Irving, Texas","82,267",5.5
104,99,OMG Entertainment & Sports* [Omnicom],New York,"80,497",8
105,95,Roundarch Isobar* [Aegis Group],"London, U.K.","80,331",5
106,98,Landor Associates* [WPP],San Francisco,"80,000",6.7
107,108,TMP Worldwide Advertising & Communications [TMP Worldwide],New York,"79,882",15.3
108,107,Ansira,St. Louis,"78,768",13.3
109,106,AbelsonTaylor,Chicago,"77,490",10
110,117,MPG* [Havas],New York,"77,300",18.9
111,104,PHD* [Omnicom],London/New York,"75,939",5.5
112,158,Huge* [Interpublic],"Brooklyn, N.Y.","75,073",75.2
113,105,Possible Worldwide* [WPP],New York,"75,000",4.2
114,109,Cohn & Wolfe* [WPP],New York,"74,875",8.9
115,96,Apco Worldwide,Washington,"72,903",-2.8
116,112,FTI Consulting [FTI Consulting (Strategic Communications)],New York,"71,731",6.9
117,111,GSD&M* [Omnicom],"Austin, Texas","71,696",5.4
118,116,Moxie* [Publicis],Atlanta,"71,500",10
119,114,Geomentum* [Interpublic],"Downers Grove, Ill.","69,320",4.8
120,100,SourceLink,"Itasca, Ill.","67,700",-6.7
121,127,iProspect* [Aegis Group],Boston,"67,400",16.8
122,113,ICC Lowe* [Interpublic],"Parsippany, N.J.","66,600",0
123,119,CAHG* [Omnicom],Chicago,"66,534",5.9
124,115,GlobalHue*,"Southfield, Mich.","65,320",-0.5
125,121,22squared,Atlanta,"64,651",6.4
126,122,Harrison & Star* [Omnicom],New York,"64,200",7
127,120,Brunswick*,London,"61,000",3
127,125,Publicis Life Brands Medicus* [Publicis],New York,"61,000",0
129,137,Derse*,Milwaukee,"60,619",16.7
130,131,Kaplan Thaler Group* [Publicis],New York,"60,500",10
131,135,Brierley & Partners* [WPP],"Plano, Texas","60,000",22.4
131,142,Group M Search* [WPP],St. Louis,"60,000",10
131,133,Glover Park Group* [WPP],Washington,"60,000",0
131,124,Resource Interactive,"Columbus, Ohio","60,000",13.2
131,123,Team Enterprises* [MDC Partners],"Fort Lauderdale, Fla.","60,000",0
136,126,Catapult RPM [Hyper Marketing],"Westport, Conn.","58,825",0.7
137,132,Team One* [Publicis],"El Segundo, Calif.","58,390",6.6
138,130,TBA Global*,New York,"58,000",5.5
139,136,Global Experience Specialists* [Viad Corp.'s Global Experience Specialists],Las Vegas,"57,400",2.7
139,128,Blast Radius* [WPP],New York,"57,400",10.4
141,NA,Siegel & Gale* [Omnicom],New York,"56,805",NA
142,81,Tribal DDB* [Omnicom],New York,"55,110",-38.9
143,161,ePrize,"Pleasant Ridge, Mich.","53,776",28
144,147,LBi* [LBi International],New York,"53,490",16.3
145,134,Huntsworth Health* [Huntsworth],"Yardley, Pa.","52,617",-1
146,140,Merkley & Partners* [Omnicom],New York,"52,500",2.9
147,145,Periscope,Minneapolis,"51,474",10.7
148,141,GAPRC Group,"Stone Mountain, Ga.","51,459",2.7
149,163,Javelin Marketing Group* [Omnicom],"Irving, Texas","50,000",19
149,129,Bernard Hodes Group* [Omnicom],New York,"50,000",-9.1
151,138,R2C Group,"Portland, Ore.","49,379",-4.9
152,164,Pacific Communications,"Costa Mesa, Calif.","49,275",18.4
153,146,Neo@Ogilvy* [WPP],New York,"49,220",7
154,157,OMG Outdoor Media Group* [Omnicom],New York,"48,244",12.5
155,156,OgilvyAction* [WPP],New York,"48,090",11.8
156,170,Optimedia International U.S.* [Publicis],New York,"48,000",20
157,139,Grayling* [Huntsworth],London,"47,635",-8.1
158,143,IMC* [IMC2],Dallas,"46,600",-2.9
159,160,Moroch Partners,Dallas,"46,200",9.5
160,152,McMurry,Phoenix,"46,000",4.5
161,149,Fallon Worldwide* [Publicis],Minneapolis,"45,103",0.2
162,148,Euro RSCG Worldwide PR* [Havas],New York,"45,000",0
163,151,GHG* [WPP],New York,"44,785",0
164,177,WCG,San Francisco,"44,470",20.2
165,153,Bernstein-Rein Advertising,"Kansas City, Mo.","43,117",-1
166,206,Rauxa*,"Costa Mesa, Calif.","42,536",38.5
167,167,Carmichael Lynch* [Interpublic],Minneapolis,"42,441",4.8
168,183,Wasserman Media Group*,Los Angeles,"42,375",15.8
169,192,CementBloc,New York,"42,241",24.6
170,185,Ivie & Associates,"Flower Mound, Texas","42,175",20.2
171,193,Hacker Group* [Interpublic],Seattle,"41,600",24.2
172,155,Band Digital,Chicago,"41,210",-4.2
173,166,GMMB* [Omnicom],Washington,"41,000",0
173,165,Marketing Drive* [RiverNorth Group (KB Holdings)],"Norwalk, Conn.","41,000",-0.4
175,175,Martin Williams* [Omnicom],Minneapolis,"40,571",5.5
176,169,Kekst & Co.* [Publicis],New York,"40,319",0.8
177,171,Bartle Bogle Hegarty*,London,"40,000",2.6
178,172,Fry*,"Ann Arbor, Mich.","39,920",2.9
179,162,Group360 Worldwide*,St. Louis,"39,913",-5
180,176,R&R Partners,Las Vegas,"39,601",5.5
181,218,Droga5*,New York,"39,420",33.6
182,207,Intouch Solutions,"Overland Park, Kan.","39,159",27.6
183,179,Dieste* [Omnicom],Dallas,"39,024",5.5
184,150,RLM Finsbury* [WPP],New York/London,"39,000",-13.3
185,173,JWT Inside* [WPP],New York,"38,707",0
186,189,MWW Group,"East Rutherford, N.J.","38,626",11
187,144,Saatchi & Saatchi Health Communications NY* [Publicis],New York,"38,000",-18.3
188,NA,Ruder Finn [Ruder Finn Group],New York,"37,790",NA
189,168,McKinney,"Durham, N.C.","37,400",-6.5
190,184,Mars Advertising,"Southfield, Mich.","37,273",5.1
191,178,E-Graphics Worldwide* [Omnicom],"Long Beach, Calif.","37,000",0
191,198,SMG Performance Marketing* [Publicis],New York,"37,000",15.6
193,194,MKTG,New York,"36,856",10.5
194,219,Anomaly* [MDC Partners],New York,"36,828",27.3
195,213,Maxus* [WPP],New York,"36,814",23
196,188,BFG Communications,"Bluffton, S.C.","36,770",5.6
197,159,Barkley,"Kansas City, Mo.","36,745",-13.3
198,301,SolutionSet [Hyper Marketing],"Palo Alto, Calif.","36,427",91.5
199,191,Campbell Mithun* [Interpublic],Minneapolis,"36,101",4.8
200,NA,Dachis Group*,"Austin, Texas","36,000",NA
200,200,Team Epic* [Aegis Group],"Norwalk, Conn.","36,000",14.6
202,182,Engauge,"Columbus, Ohio","35,819",-2.2
203,190,Marketing Werks,Chicago,"35,264",2.3
204,186,U.S. International Media*,Los Angeles,"35,250",0.7
205,196,Zaaz* [WPP],Seattle,"35,000",6.1
206,197,Grizzard Communications Group* [Omnicom],Atlanta,"34,599",6.2
207,203,"Butler, Shine, Stern & Partners","Sausalito, Calif.","34,585",11.7
208,211,Russ Reid Co.* [Omnicom],"Pasadena, Calif.","34,526",15.1
209,199,Paradysz,New York,"34,329",8.8
210,220,Performics* [Publicis],Chicago,"34,000",17.7
211,208,Eric Mower & Associates,"Syracuse, N.Y.","33,829",10.7
212,201,Saatchi & Saatchi X* [Publicis],"Springdale, Ark.","33,696",8
213,209,BGT Partners,"Hallandale Beach, Fla.","33,570",10
214,181,Marketing Store,"Lombard, Ill.","33,251",-9.4
215,238,Bader Rutter & Associates,"Brookfield, Wis.","32,828",26.9
216,249,Mother New York [Mother Holdings],New York,"32,700",36.3
217,248,Switch,St. Louis,"32,600",35.6
218,228,Saatchi & Saatchi Wellness* [Publicis],New York,"32,500",18.6
219,174,BVK,Milwaukee,"32,200",-16.6
220,229,Marc USA,Pittsburgh,"32,130",17.5
221,237,The Search Agency*,Los Angeles,"32,120",24
222,232,ICR,"Norwalk, Conn.","32,030",20.8
223,222,Allen & Gerritsen,"Watertown, Mass.","31,858",12
224,212,Haworth Marketing & Media,Minneapolis,"31,500",10.5
224,221,Bravo Group* [WPP],Miami,"31,500",5
226,250,Resolution Media* [Omnicom],Chicago,"31,440",31
227,180,Scap Mundocom* [Publicis],"Saint-Denis, France/Chicago","31,400",-15.1
228,239,M.J. Brunner,Pittsburgh,"31,265",22
229,210,Geary LSF Group,San Francisco,"31,120",2.8
230,217,Acronym Media,New York,"31,000",5.1
231,204,Zeta Interactive*,New York,"30,900",0
232,205,Integrated Media Solutions* [MDC Partners],New York,"30,800",0.1
233,265,72andSunny Partners* [MDC Partners],Los Angeles,"30,420",37.9
234,231,Quigley-Simpson,Los Angeles,"30,156",13.4
235,640,Big Fuel* [Publicis],New York,"30,000",500
236,195,"Venables, Bell & Partners",San Francisco,"29,951",-10.1
237,236,Allied Integrated Marketing,"Cambridge, Mass.","29,870",14.9
238,214,Qorvis Communications*,Washington,"29,500",-0.7
239,215,Ackerman McQueen,Oklahoma City,"29,436",-0.5
240,226,Colle & McVoy* [MDC Partners],Minneapolis,"29,368",6.6
241,225,Risdall Advertising,"New Brighton, Minn.","29,214",6
242,242,Davis Elen Advertising,Los Angeles,"29,212",15.2
243,282,Cramer,"Norwood, Mass.","29,000",3.6
243,223,HL Group Partners* [MDC Partners],New York,"29,000",38.1
245,224,Kinetic* [WPP],London,"28,926",4.5
246,280,David & Goliath,"El Segundo, Calif.","28,900",37
247,187,Macquarium Intelligent Communications*,Atlanta,"28,864",-17.5
248,246,Lopez Negrete Communications,Houston,"28,260",17
249,230,Ascentium,"Bellevue, Wash.","28,000",-35
249,154,Gotham* [Interpublic],New York,"28,000",4.4
251,305,Impaqt [Merkle],Pittsburgh,"27,443",46.8
252,245,DKC,New York,"27,414",13
253,255,BKV,"Overland Park, Kan.","27,400",17.4
254,281,iostudio,"Nashville, Tenn.","27,264",29.4
255,270,Source Marketing* [MDC Partners],"Norwalk, Conn.","27,133",24.5
256,244,Mercury Media,"Santa Monica, Calif.","27,132",9.7
257,234,CMD,"Portland, Ore.","27,100",3
258,233,Anderson Direct Marketing,"Poway, Calif.","26,000",-11.9
258,263,RTC* [WPP],Washington,"26,000",2.2
258,288,FutureBrand* [Interpublic],London,"26,000",17.6
258,216,Mr. Youth [LBi International],New York,"26,000",30
258,241,Inter/Media Advertising*,"Woodland Hills, Calif.","26,000",-1.5
258,266,CMI/Compas,"King of Prussia, Pa.","26,000",18.2
264,253,MMGY Global,"Kansas City, Mo.","25,982",10.1
265,256,Pop,Seattle,"25,587",11.1
266,240,Brodeur Partners*,Boston,"25,500",0
267,243,Enlighten,"Ann Arbor, Mich.","25,000",13.6
267,267,Marina Maher Communications* [Omnicom],New York,"25,000",0
267,259,WDCW,Seattle,"25,000",11.1
270,269,Alcone Marketing* [Omnicom],"Irvine, Calif.","24,850",13.6
271,294,Laughlin Constable,Milwaukee,"24,400",25.1
272,257,Dailey* [Interpublic],"West Hollywood, Calif.","24,102",4.8
273,286,Wire Stone,San Francisco,"24,008",19.9
274,202,Star Group*,"Voorhees, N.J.","23,927",-22.8
275,252,TM Advertising* [Interpublic],Dallas,"23,800",0
276,275,Osborn & Barr,St. Louis,"23,648",10.4
277,262,LatinWorks* [Omnicom],"Austin, Texas","23,600",6.5
278,319,rEvolution,Chicago,"23,500",38.2
279,251,CCG Marketing Solutions,"West Caldwell, N.J.","23,427",-2
280,292,Conill* [Publicis],"Torrance, Calif.","23,258",18
281,303,Magnani Caruso Dutton,New York,"23,250",23.3
282,NA,Vitro* [MDC Partners],San Diego,"23,100",NA
283,NA,Finn Partners [Ruder Finn Group],New York,"23,063",NA
284,276,Amp Agency,Boston,"23,059",7.8
285,227,Eveo Communications Group,San Francisco,"23,000",-16.4
285,261,Just Marketing International*,"Zionsville, Ind.","23,000",4.1
285,264,Burrell Communications Group* [Publicis],Chicago,"23,000",3.6
288,235,T3,"Austin, Texas","22,990",-12.1
289,NA,Definition 6,Atlanta,"22,858",NA
290,258,Empower MediaMarketing*,Cincinnati,"22,750",0
291,287,Doremus* [Omnicom],New York,"22,200",11
292,271,Eleven,San Francisco,"22,073",1.3
293,285,Fahlgren Mortine,"Columbus, Ohio","21,929",8.7
294,274,Blue State Digital* [WPP],New York,"21,858",1.9
295,247,Creative Alliance*,"Louisville, Ky.","21,785",-9.8
296,367,Rockfish* [WPP],"Rogers, Ark.","21,760",54.3
297,273,Agency212*,New York,"21,500",0
298,402,Covario,San Diego,"21,321",75.7
299,254,Element 79* [Omnicom],Chicago,"21,307",-9.2
300,342,Communefx* [MDC Partners],"Cranberry Township, Pa.","21,275",40.2
301,291,Intermark Group,"Birmingham, Ala.","21,212",7.1
302,268,Sterling-Rice Group,"Boulder, Colo.","21,052",-4
303,298,Kern Organization* [Omnicom],"Woodland Hills, Calif.","21,000",9.2
304,283,Upshot,Chicago,"20,950",1.5
305,NA,Marquette Group,"Peoria, Ill.","20,920",NA
306,295,Regan Communications [Regan Communications Group],Boston,"20,824",7
307,277,GA Communication Group,Chicago,"20,800",-1.9
308,306,Cone Communications* [Omnicom],Boston,"20,501",10
309,368,Cooney/Waters Group [Creston],New York,"20,433",45
310,290,Avrett Free Ginsberg* [Interpublic],New York,"20,300",1.8
311,293,Fitzgerald & Co.* [Interpublic],Atlanta,"20,100",2.3
312,313,180 Amsterdam/180LA* [Omnicom],"Amsterdam/Santa Monica, Calif.","20,000",43.4
312,296,JWT Action* [WPP],"Akron, Ohio","20,000",3.1
312,372,Biolumina* [Omnicom],New York,"20,000",NA
312,NA,Razorfish Health* [Publicis],Philadelphia,"20,000",11.1
316,299,Images USA*,Atlanta,"19,830",3.3
317,317,Adcom Group,Cleveland,"19,700",12.6
318,376,Fitch* [WPP],"Columbus, Ohio","19,665",42.5
319,338,Allison & Partners* [MDC Partners],San Francisco,"19,400",25.2
320,343,Nurun* [Quebecor Media's Nurun],Montreal,"19,307",27.3
321,304,Dudnyk Exchange*,"Horsham, Pa.","19,125",2.3
322,297,Taylor Global,New York,"19,100",-1
322,307,Partners & Napier [Project WorldWide],"Rochester, N.Y.","19,100",3.2
324,302,UniWorld Group* [WPP],"Brooklyn, N.Y.","19,000",-10.3
324,284,Go* [Omnicom],New York,"19,000",0
324,278,LLNS* [Omnicom],New York,"19,000",-5.9
327,308,Zubi Advertising Services,"Coral Gables, Fla.","18,900",2.2
328,279,FKM,Houston,"18,799",-11.2
329,260,HealthEd,"Clark, N.J.","18,750",-16.2
330,312,TargetCast* [MDC Partners],New York,"18,600",2.9
331,311,Legacy Marketing Partners [RiverNorth Group (KB Holdings)],Chicago,"18,439",1.9
332,321,Tapestry* [Publicis],Chicago,"18,400",8.3
333,309,Publicis & Hal Riney* [Publicis],San Francisco,"18,360",0
334,352,Gage,Minneapolis,"18,300",22
335,326,Moosylvania,St. Louis,"18,252",10.7
336,359,Text 100 [Next Fifteen Communications Group],New York,"18,212",25.6
337,369,Kobie Marketing,"St. Petersburg, Fla.","18,150",29.2
338,371,Digitaria* [WPP],San Diego,"18,000",7.1
338,334,OutCast Agency [Next Fifteen Communications Group],San Francisco,"18,000",20
338,322,Global Advertising Strategies,New York,"18,000",28.6
338,353,Laird & Partners* [MDC Partners],New York,"18,000",13.2
342,320,Brand Union* [WPP],New York,"17,922",5.4
343,340,Peter A. Mayer Advertising,New Orleans,"17,921",16.2
344,318,Padilla Speer Beardsley,Minneapolis,"17,836",4.5
345,332,Coyne Public Relations,"Parsippany, N.J.","17,800",10.9
346,377,Biggs Gilmore,"Kalamazoo, Mich.","17,730",29.5
347,310,Dentsu America* [Dentsu],New York,"17,647",-3.6
348,328,Cadient Group,"King of Prussia, Pa.","17,600",8
349,314,Ignited,"El Segundo, Calif.","17,500",-1.9
349,315,SK&G*,Las Vegas,"17,500",-2.5
351,333,Space150,Minneapolis,"17,225",7.5
352,300,Alma DDB* [Omnicom],Miami,"17,180",-9.8
353,341,Barbarian Group [Cheil Worldwide],New York,"17,161",12.2
354,384,Spark Communications* [Publicis],Chicago,"17,160",30
355,323,McCormick Co.,"Amarillo, Texas","17,136",2.2
356,390,Giant,San Francisco,"17,019",32.7
357,349,Luckie & Co.,"Birmingham, Ala.","17,000",13.3
357,417,Designkitchen* [WPP],Chicago,"17,000",44.8
359,403,Bozell,"Omaha, Neb.","16,800",38.8
360,357,Marketing Support,Chicago,"16,609",14
361,335,De la Cruz Group,"Guaynabo, P.R.","16,594",5.6
362,350,Sigma Group,"Oradell, N.J.","16,500",10
362,385,MV42* [Publicis],New York,"16,500",25
364,325,Direct Partners* [Omnicom],"Marina del Rey, Calif.","16,400",-1.4
364,346,Flashpoint Medica* [Omnicom],New York,"16,400",9.3
366,336,Kang & Lee Advertising* [WPP],New York,"16,380",5
367,330,Sawtooth,"Woodbridge, N.J.","16,325",0.8
368,361,MMB*,Boston,"16,200",12.5
369,356,Greater Than One,New York,"16,100",9.2
370,289,Factory Design Labs,Denver,"16,037",-19.7
371,362,Heartbeat Ideas,New York,"16,032",11.3
372,420,Firstborn* [Dentsu],New York,"16,000",28
372,406,Empathy Lab,"Conshohocken, Pa.","16,000",33.3
372,395,Mekanism,San Francisco,"16,000",45.5
372,442,Blitz Agency,"Santa Monica, Calif.","16,000",36.8
376,NA,Translation*,New York,"15,750",50
377,345,Reprise Media* [Interpublic],New York,"15,719",4.8
378,331,Della Femina/Rothschild/Jeary & Partners*,New York,"15,691",-2.5
379,378,HY Connect,Chicago,"15,573",13.8
380,360,Grupo Gallegos,"Huntington Beach, Calif.","15,500",6.9
381,364,Schafer Condon Carter,Chicago,"15,474",8.8
382,316,Carol H. Williams Advertising,"Emeryville, Calif.","15,410",-13.5
383,324,Buntin Group,"Nashville, Tenn.","15,400",-7.8
384,460,Tris3ct,Chicago,"15,376",50.8
385,272,LehmanMillet* [HealthStar Communications],Boston,"15,300",10.9
385,375,Vidal Partnership*,New York,"15,300",-29.2
387,416,Via Agency,"Portland, Maine","15,299",30.2
388,373,Power Creative,"Louisville, Ky.","15,239",9.4
389,380,Marcus Thomas,Cleveland,"15,027",11.7
390,339,Evolution Bureau* [Omnicom],San Francisco,"15,000",50
390,468,TBC,Baltimore,"15,000",-2.8
390,351,Arnell Group* [Omnicom],New York,"15,000",0
393,348,Berlin Cameron United* [WPP],New York,"14,850",-1
394,379,Pereira & O'Dell [Grupo ABC],San Francisco,"14,800",8.8
394,410,Mastermind Marketing,Atlanta,"14,800",23.8
396,365,GlobalWorks Group,New York,"14,750",3.9
397,337,Gibbs & Soell*,New York,"14,706",-5.1
398,383,Riester,Phoenix,"14,502",9.5
399,347,Noble*,"Springfield, Mo.","14,375",-4.2
400,413,Peppercom,New York,"14,362",21.4
401,489,Roberts & Langer DDB* [Omnicom],New York,"14,287",53.6
402,344,Sanders/Wingo,"El Paso, Texas","14,220",-5.9
403,414,Capstrat,"Raleigh, N.C.","14,200",20.3
403,502,La Comunidad,Miami,"14,200",59.6
405,486,Wing* [WPP],New York,"14,145",50
406,423,M Booth [Next Fifteen Communications Group],New York,"14,099",22.1
407,370,Duncan Channon,San Francisco,"14,000",7.7
407,363,Rivet* [Interpublic],Chicago,"14,000",0
407,386,Northlich*,Cincinnati,"14,000",-2.5
407,581,Profero,New York,"14,000",122.2
411,397,Zeno Group [Daniel J. Edelman],New York,"13,926",11.7
412,404,Swanson Russell,"Lincoln, Neb.","13,764",13.8
413,381,French/West/Vaughan,"Raleigh, N.C.","13,700",2.2
414,388,Tierney* [Interpublic],Philadelphia,"13,559",4.3
415,497,Emanate* [Omnicom],New York,"13,500",15.4
416,374,SBC Advertising,"Columbus, Ohio","13,481",-2.5
417,493,R2integrated,Baltimore,"13,386",46
418,327,Cheil Worldwide,New York,"13,247",-19.6
419,415,AdAsia Communications*,"Englewood Cliffs, N.J.","13,242",12.6
420,401,Didit,"Mineola, N.Y.","13,238",8.3
421,436,Fathom,"Valley View, Ohio","13,130",17.5
422,394,RJ Palmer* [MDC Partners],New York,"13,074",2.9
423,488,LeadDog Marketing Group,New York,"13,010",39.5
424,424,Williams Labadie* [Publicis],Chicago,"13,000",13
424,452,Fame* [Omnicom],Minneapolis,"13,000",22.6
424,441,Saatchi & Saatchi Science* [Publicis],"Yardley, Pa.","13,000",18.2
424,387,Oneupweb,"Traverse City, Mich.","13,000",0
428,366,Rodgers Townsend* [Omnicom],St. Louis,"12,972",-8.1
429,408,Concentric Pharma* [MDC Partners],New York,"12,857",7.1
430,412,Sullivan Higdon & Sink,"Wichita, Kan.","12,831",8.3
431,478,McGarrah Jessee,"Austin, Texas","12,775",32.9
432,393,GKV,Baltimore,"12,700",3.3
432,400,Hanson,"Maumee, Ohio","12,700",0
434,474,Totem Brand Stories,New York,"12,662",30.2
435,355,Prime Access*,New York,"12,600",-15.4
436,398,Ron Foth Advertising,"Columbus, Ohio","12,565",1.9
437,465,Walton Isaacson,Los Angeles,"12,500",25
437,432,Makovsky & Co.,New York,"12,500",10.6
439,382,Lockard & Wechsler,"Irvington, N.Y.","12,458",-6.3
440,427,5W Public Relations,New York,"12,455",9.3
441,399,RF Binder Partners [Ruder Finn Group],New York,"12,450",1.1
442,449,Adams & Knight,"Avon, Conn.","12,429",17
443,392,Atrinsic Interactive*,New York,"12,259",-3.7
444,448,Connelly Partners,Boston,"12,215",14.2
445,451,Liquid Agency,"San Jose, Calif.","12,182",14.9
446,470,Shift Communications,"Newton, Mass.","12,136",22
447,455,Godfrey,"Lancaster, Pa.","12,100",16.3
447,435,Grafica,"Chester, N.J.","12,100",8
449,391,Hunter Public Relations,New York,"12,050",-5.9
450,428,American Communications Group*,"Torrance, Calif.","12,013",5.4
451,467,Lapiz USA* [Publicis],Chicago,"12,000",9.1
