Twitter Handle,Twitter ID,Full Name,Person/Company,Number of followers,Number of friends,Number of total tweets,Description,Location (raw),Profile Image URL,Insider Score,Listening,Emergence Score,Age of account (days),Tweets per day,First Name,Last Name,Location (continent),Location (country),Location (region),Location (sub_region),Related Website,Insider Blogs,StackOverflow,Instagram,Pinterest,YouTube,Google+,SlideShare,LinkedIn,Quora,AngelList,Facebook,Community Id,Community Name,Facebook ID
comScore,19781200,"comScore, Inc.",company,124363,29703,10500,"As a global leader in digital media analytics, we make audiences and advertising more valuable.","Reston, VA",http://pbs.twimg.com/profile_images/530721764704145408/0P3GbWrt_normal.jpeg,49,28,0.020665622,2382,4,,Inc.,North America,United States of America,Virginia,,http://www.comscore.com/,,,,,,,,http://ca.linkedin.com/in/kevduo,,,http://www.facebook.com/johnbattelle,3,,
RobTiffany,9767702,Rob Tiffany,person,13550,10851,15880,"Internet of Things • Enterprise Mobility • Co-Founder, NetPerceptor • Author • Teacher • International Speaker • Wannabe Sommelier",Seattle,http://pbs.twimg.com/profile_images/623272916818366465/0GIVhDAN_normal.jpg,48,56,0.016957119,2842,5,Rob,Tiffany,North America,United States of America,Washington,Seattle,http://www.robtiffany.com,http://robtiffany.com/feed/,,,http://www.pinterest.com/robtiffany,,,,http://www.linkedin.com/in/robtiffany,,,http://www.facebook.com/607516017,4,,
emilychangtv,74130577,Emily Chang,person,62081,1454,10294,"Host of @BloombergWest, a daily show about tech & innovation + Studio 1.0, interviews with influencers you need to know.",San Francisco,http://pbs.twimg.com/profile_images/1153501347/emily-chang_normal.jpg,48,17,0.022383807,2156,4,Emily,Chang,North America,United States of America,California,San Francisco,http://www.bloomberg.com/shows/studio-1,,,,http://www.pinterest.com/emilychangtv,,https://plus.google.com/109724895902175632799,,http://www.linkedin.com/in/emilychangbloomberg,,,http://www.facebook.com/718660150,3,,
aheineike,22213177,Amy Heineike,person,2463,402,492,Bring on the algorithms!,"San Francisco, CA",http://pbs.twimg.com/profile_images/1462809020/amy_normal.jpg,48,33,0.020488059,2354,0,Amy,Heineike,North America,United States of America,California,San Francisco,,,,,,,,,http://www.linkedin.com/pub/amy-heineike/2/706/b87,,,,2,,
mmsindallas,473131419,mark sullivan,person,6906,5646,3993,"BI & Analytics Executive / Outdoor Sportsman passionate about hiking, being in the mountains, sailing, the culinary arts, and history.",Tampa Bay,http://pbs.twimg.com/profile_images/3162750090/91afa5fc56d19dc316d06c8b299a70d1_normal.jpeg,48,32,0.037437425,1293,3,mark,sullivan,North America,United States of America,Florida,,,,,,,,,,http://www.linkedin.com/in/dmarksullivan,,,,4,,
BillHewittCEO,41096263,Bill Hewitt,person,2211,2004,3113,CEO of Exari Systems,Boston,http://pbs.twimg.com/profile_images/559763133711929344/GorvlPtH_normal.jpeg,48,79,0.021216423,2274,1,Bill,Hewitt,North America,United States of America,Massachusetts,Boston,https://medium.com/@BillHewittCEO,,,,,,,,http://www.linkedin.com/in/pub/bill-hewitt/0/516/a61,,,,1,,
SocialQuant_Net,2559201936,Social Quant Insight,company,6802,6187,7163,"Make You Famous & Tell You Why. Specifically, we Improve Profiles & provide Big Data Dashboards with Insight to optimize Social Media & Search Engine keywords.","Tampa, Florida. USA",http://pbs.twimg.com/profile_images/506497277481869312/4d9GtyPm_normal.png,48,47,0.115873911,426,16,,Insight,North America,United States of America,Florida,,http://SocialQuant.net,http://www.socialquant.net/feed/,,,,,,,https://www.linkedin.com/in/socialquant,,,,4,,
TwitterData,1526228120,Twitter Data,company,195368,9,1020,"Your official source for the latest data analysis, visualizations and things we like from across the web",San Francisco,http://pbs.twimg.com/profile_images/378800000079832947/a1e83160378bce402803aefcfb07e167_normal.png,48,0,0.062186523,783,1,,Data,North America,United States of America,California,San Francisco,https://interactive.twitter.com,https://interactive.twitter.com/feed.xml,,,,,,,http://www.linkedin.com/in/jjdatacenterguru,,,,2,,
Boomtown,2306228096,Boomtown Accelerator,company,34379,26312,926,"Startup accelerator looking at the intersect of adtech, media, marketing and IoT.","Boulder, CO",http://pbs.twimg.com/profile_images/616829518443982849/OZ7yaGYo_normal.png,47,38,0.085068341,564,1,,Accelerator,North America,United States of America,Colorado,,http://www.boomtownboulder.com/,http://www.BoomtownBoulder.com/feed/,,,http://www.pinterest.com/boomtownboulder,,,,http://www.linkedin.com/pub/sean-sandifer/82/779/72,,http://www.angellist.com/79390,,4,,
dbtrends,239970216,DBTA Magazine,company,1845,999,2940,"Database Trends and Applications reports on big data, analytics, data science, business intelligence and all aspects of data creation, management, and storage.","Chatham, NJ",http://pbs.twimg.com/profile_images/459379181667618816/ho0TMc6i_normal.jpeg,47,102,0.028433571,1664,1,,Magazine,North America,United States of America,New Jersey,,http://www.dbta.com,,,,,,,,http://www.linkedin.com/pub/joyce-wells/31/78b/102,,,,1,,
AccompliceIO,1511925517,Accomplice,company,5566,4692,7585,"Accomplice helps marketers avoid the pitfalls & find the paydirt. We improve conversion rates across organic social, paid media, & search.","San Francisco, CA",http://pbs.twimg.com/profile_images/560584818384048128/q-TpWhro_normal.png,47,49,0.060497692,788,9,,Accomplice,North America,United States of America,California,San Francisco,http://www.accomplice.io,http://accomplice.io/feed/atom/,,,http://www.pinterest.com/fractalsciences,,,,http://in.linkedin.com/in/chetanashah,,,,4,,
datacenter,14051115,datacenter,company,26261,1024,18155,Data Center Knowledge is the leading news source for the data center industry. All data centers. All the time.,"West Chester, OH",http://pbs.twimg.com/profile_images/543410989199147009/lJN7gtnM_normal.png,46,17,0.016980292,2720,6,,datacenter,North America,United States of America,Ohio,,http://www.datacenterknowledge.com,http://feeds.feedburner.com/DataCenterKnowledge,,,,http://youtube.com/user/MichelineBirkhead,https://plus.google.com/107332936920665193749,,http://www.linkedin.com/pub/datacenter-datacenter/53/612/202,,,http://www.facebook.com/86954963965,3,,
stat110,184543773,Joe Blitzstein,person,6234,2974,2714,Statistics professor at Harvard; statistician and data scientist; probability and paradoxes; Bayesian frequentist reconciliation; chess.,"Cambridge, MA",http://pbs.twimg.com/profile_images/1360113908/Stat110Picture_normal.jpg,46,46,0.025626923,1806,1,Joe,Blitzstein,North America,United States of America,Massachusetts,Cambridge,http://stat110.net,,,,,,,,http://www.linkedin.com/pub/joe-blitzstein/8/37a/369,,,,2,,
jessica_sun1,349979855,Jessica Sun,person,57919,49822,62449,Serial Entrepreneur & CEO @RealityCrowdTV. Host of the Virtual #Crowdfunding Summit 2015 to be held from Nov 30 - Dec 18th 2015. Educator at Virtual #Incubator.,"New York, NY",http://pbs.twimg.com/profile_images/447561338982645760/ldSAfCv8_normal.jpeg,46,43,0.031662438,1464,42,Jessica,Sun,North America,United States of America,New York,,http://www.realitycrowdtv.com,,,,,http://youtube.com/user/realitycrowdtv,,,http://www.linkedin.com/in/jessica-sun/34/17a/393,,http://www.angellist.com/500675,http://www.facebook.com/jessica.sun.7921,4,,
sgourley,18204430,Sean Gourley,person,6719,1774,8612,"Physicist, Decathlete, Political Advisor. Mathematics of war. Co-founder of http://t.co/Zn3nyqjLOt","San Francisco, New Zealand",http://pbs.twimg.com/profile_images/125801766/Sean_psV5_normal.jpg,46,27,0.019048843,2426,3,Sean,Gourley,North America,United States of America,California,San Francisco,http://www.seangourley.com,http://seangourley.com/feed/,,,,,,,http://www.linkedin.com/in/seangourley,,http://www.angellist.com/530160,http://www.facebook.com/36803391,2,,
JeffFrick,19747132,Jeff Frick,person,1550,1988,18712,"GM for @theCUBE, the Leading Interview format show covering Enterprise Tech & Innovation.","Palo Alto, CA",http://pbs.twimg.com/profile_images/531973492267175936/5b7yDtEj_normal.jpeg,46,45,0.019394427,2383,7,Jeff,Frick,North America,United States of America,California,,http://SiliconANGLE.tv,http://siliconangle.com/feed,,,,,,,http://sg.linkedin.com/in/meganschoendorf,,,,1,,
BigDataDoctor,1691801191,Diana Macys-Staley ,person,1079,2000,75,Talking about BIG Data Solutions and Business Intelligence.,New York,http://pbs.twimg.com/profile_images/523372769971408896/6PxJ7ynj_normal.jpeg,46,133,0.065146459,717,0,Diana,Macys-Staley,North America,United States of America,New York,,http://www.atomicdb.net/,,,,,,,,http://co.linkedin.com/in/dianamontoya1,,,,4,,
SFoskett,10420662,Stephen Foskett,person,14157,3125,42389,"Just some guy talking about data storage, virtualization, the business of IT and whatever else. I run @TechFieldDay. My tweets are http://t.co/eZ5jPFS5M9",USA,http://pbs.twimg.com/profile_images/459064115663622145/AxOXhD9V_normal.png,46,35,0.016381319,2819,15,Stephen,Foskett,North America,United States of America,,,http://blog.fosketts.net,,,,http://www.pinterest.com/billpetro,http://youtube.com/user/stephenfoskett,https://plus.google.com/116575301739886800473,,http://www.linkedin.com/in/sfoskett,,,http://www.facebook.com/556847713,3,,
MartinRTP,21436120,Martin Keen,person,8063,7590,2152,"IBMer and gadget lover. Working with social, mobile, middleware. Home brewer and drone videographer. Opinions are my own.","Raleigh, USA",http://pbs.twimg.com/profile_images/3343108360/a1be9eea2f407acc319e429f5f935407_normal.png,45,46,0.019149148,2361,0,Martin,Keen,North America,United States of America,North Carolina,Raleigh,http://martinrtp.com,http://martinrtp.com/feed/,,,,,,,http://www.linkedin.com/in/martinkeen,,,http://www.facebook.com/687298879,4,,
SherbitApp,2671028978,Sherbit,company,13007,9250,819,Your apps and devices are constantly generating data about you. Sherbit puts it all together so you can easily understand and analyze your information.,"San Francisco, California",http://pbs.twimg.com/profile_images/504690081622269953/P_zqzOrl_normal.png,44,45,0.11831934,383,2,,Sherbit,North America,United States of America,California,Los Angeles,http://www.Sherbit.io,https://www.sherbit.io/feed/atom/,,,,,,,https://www.linkedin.com/pub/san-francisco-california/19/655/407,,http://www.angellist.com/626737,,4,,
prakash_pranay,363025103,Pranay Prakash,company,1804,1774,1636,VP Product Mgt/Mktg at Tridium/Honeywell w/focus on #IoT #M2M #cloud #bigdata; #CiscoChampion; Former Sr Director Product Mktg @Dell @NEC; personal views only,Washington DC,http://pbs.twimg.com/profile_images/3640541476/e9fa95afdd9fb450466244242c07aeb5_normal.jpeg,44,45,0.030718266,1444,1,,Prakash,North America,United States of America,District of Columbia,Washington,https://www.linkedin.com/profile/view?id=1331587&trk=nav_responsive_tab_profile,,,,,,,,http://www.linkedin.com/in/topranay,,http://www.angellist.com/937863,,4,,
AvikonHadoop,219387813,Avik Dey,company,1905,131,857,love to discuss things hadoop and how you hadoop. i can be reached at aviks\.email\@gmail\.com. all opinions are mine only.,"Fremont, CA",http://pbs.twimg.com/profile_images/1320315980/Avik_normal.png,44,21,0.025759721,1719,0,,Dey,North America,United States of America,California,,,,,,,,,,http://ae.linkedin.com/pub/sanjib-banerjee/56/998/449,,,,2,,
qubole,401048959,Qubole,company,2297,769,2892,"Qubole, started by @ashishthusoo & @jsensarma, delivers a Self-Service Platform for Big Data Analytics built on Amazon, Microsoft and Google Clouds.","Mountain View, CA",http://pbs.twimg.com/profile_images/462103869221109760/DtR5ZTQA_normal.jpeg,44,86,0.032143183,1380,2,,Qubole,North America,United States of America,California,,http://www.qubole.com,http://www.qubole.com/feed/,,,,,,,http://sg.linkedin.com/pub/uma-chembrolu/12/164/409,,,,1,,
treycausey,237254045,Trey Causey,person,4618,769,33156,"Data science and sports, but not always simultaneously, blogging occasionally about both @_thespread. I probably would have just used the bootstrap.","Seattle, WA",http://pbs.twimg.com/profile_images/626130663746351105/z4ANgWkl_normal.png,44,35,0.026516522,1671,19,Trey,Causey,North America,United States of America,Washington,Seattle,http://treycausey.com,http://treycausey.com/feeds/all.atom.xml,,,,,,,http://www.linkedin.com/pub/trey-causey/29/96/1a5,,,,2,,
Scott_Nelson19,2352194563,Scott Nelson,person,1336,1600,1716,"CTO @LogicPD, Speaker, Blogger, Writing about #IoT, #M2M, #Digitalhealth, #Security and #BigData","Minneapolis, MN",http://pbs.twimg.com/profile_images/450992694953639936/ZDpMic1r_normal.jpeg,44,68,0.083804168,536,3,Scott,Nelson,North America,United States of America,Minnesota,Minneapolis,http://www.logicpdinsights.com/,http://www.logicpdinsights.com/feed/,,,,,,,http://www.linkedin.com/in/scottanelson17,,,,4,,
ISTC_BigData,759566131,ISTC for Big Data,company,1664,796,1183,Updates from the Intel Science & Technology Center for Big Data. Creating new data management systems & computer architectures for Big Data. Based  @MIT_CSAIL.,"Cambridge, Mass.",http://pbs.twimg.com/profile_images/2508019985/fppdbk4vem14i9dz4e7t_normal.png,44,89,0.040807452,1089,1,,Data,North America,United States of America,Massachusetts,Cambridge,http://istc-bigdata.org,http://istc-bigdata.org/index.php/feed/,,,,,,,http://www.linkedin.com/pub/katie-pine/9/187/156,,,,1,,
richardrolka,2239424762,Richard Rolka,person,12030,11794,2602,CFO @VivaldiPartners Group | #Strategy #Consulting #Branding #Marketing #Innovation #Organization #SocialCurrency #DigitalDarwinism #CMO #Always-on #Consumer,"New York, NY | Trumbull, CT | ",http://pbs.twimg.com/profile_images/518425512214278144/X6iBmsEm_normal.jpeg,43,48,0.072124954,607,4,Richard,Rolka,North America,United States of America,New York,,http://www.vivaldipartners.com,,,,,,,,http://de.linkedin.com/pub/petra-schneider/1b/b54/967,,,,4,,
StatFact,220139885,Stat Fact,company,39166,16,3026,Daily statistics tweets from @JohnDCook.,Houston,http://pbs.twimg.com/profile_images/1176432323/Product_normal.png,43,0,0.025205995,1717,1,,Fact,North America,United States of America,Texas,Houston,http://www.johndcook.com,http://feeds.feedburner.com/theendeavour,,,,,,,http://www.linkedin.com/pub/diana-houston/61/9b6/9a4,,,,2,,
DAAorg,20148922,DigitalAnalyticsOrg,company,14408,721,2950,The Official Tweets of the Digital Analytics Association,Global,http://pbs.twimg.com/profile_images/1874949488/daa-twitter-icon_normal.png,43,21,0.018179552,2377,1,,DigitalAnalyticsOrg,North America,United States of America,Texas,Bounce,http://www.digitalanalyticsassociation.org/,,,,,,,,,,,,3,,
shyamvaran,16341065,Shyam Varan Nath,company,1961,2089,11242,"IoT / Industrial Internet, Analytics professional with GE. President of IOUG's - IoT, Oracle BIWA & Exadata SIG's. (opinion expressed here are purely mine!)","San Francisco, CA",http://pbs.twimg.com/profile_images/589066803281661952/W0Sy8HcF_normal.jpg,42,84,0.016761218,2517,4,,Nath,North America,United States of America,California,San Francisco,,,,,http://www.pinterest.com/shyamvaran,,https://plus.google.com/107149613297774111333,,http://www.linkedin.com/in/shyamvaran,,,,1,,
nitashatiku,24421464,Nitasha Tiku,company,46662,4896,12285,Senior writer @BuzzfeedSF. Previously @Verge @Valleywag Are we having fun yet? Say hi/send tips: nitasha.tiku@buzzfeed.com or just DM me,"No flex zone, San Francisco",http://pbs.twimg.com/profile_images/576240448877936640/ZVW_nRwD_normal.png,41,24,0.017611449,2339,5,,Tiku,North America,United States of America,California,San Francisco,,,,,,,https://plus.google.com/116521886921300463742,,http://www.linkedin.com/in/ADRIANNEJEFFRIES,http://www.quora.com/nitasha-tiku,http://www.angellist.com/129852,http://www.facebook.com/834920,3,,
h2oai,481867656,H2O,company,2565,151,1856,H2O.ai Google-scale #MachineLearning & #DeepLearning for The Enterprise,"Mountain View, CA",http://pbs.twimg.com/profile_images/501572396810129408/DTgFCs-n_normal.png,41,27,0.032219343,1284,1,,H2O,North America,United States of America,California,,http://www.h2o.ai,http://h2o.ai/blog/feed-all.xml,,,,,,,http://www.linkedin.com/in/cypriennoel,,,,2,,
patricmac63,2871375418,Gary Maccarone,person,1924,1960,5222,#Accountant #MBA #Leadership theories #BigData #HigherEd #LGBTQ issues #Environmental issues #Fitness #RIT Staff & Alumnus- RT isn't always endorsement,"Rochester, NY ",http://pbs.twimg.com/profile_images/540824703238021121/2tcTXNSX_normal.jpeg,41,44,0.157131765,272,19,Gary,Maccarone,North America,United States of America,New York,,,,,,,,,,http://www.linkedin.com/in/gary-maccarone-mba/39/385/aa,,,,4,,
AyleeNielsen,2413022749,Aylee Nielsen,company,4123,4431,1934,"Digital Marketing Strategist @IBM, passionate about all things #analytics *opinions are my own*","Saint Petersburg, Florida",http://pbs.twimg.com/profile_images/448900223151005696/DcKXGA56_normal.jpeg,41,33,0.083660874,501,3,,Nielsen,North America,United States of America,Florida,Orlando,http://www.linkedin.com/pub/aylee-nielsen/69/159/b32/,,,,,,,,http://www.linkedin.com/in/aylee-nielsen/69/159/b32,,,,4,,
MadDataScience,243404150,Alessandro Gagliardi,person,1806,1105,1489,Lead Professor of #DataScience at @GalvanizeU with interests in #BigData #complexity #NLP and #bioinspired computation. I teach how to make meaning out of chaos,"San Francisco, CA",http://pbs.twimg.com/profile_images/476047047791890432/KlIRv5sA_normal.jpeg,41,42,0.024925882,1656,0,Alessandro,Gagliardi,North America,United States of America,California,San Francisco,,,,,http://www.pinterest.com/soleklypse,,https://plus.google.com/104266682155560012095,,http://www.linkedin.com/pub/alessandro-gagliardi/8/172/659,,http://www.angellist.com/790639,http://www.facebook.com/721955784,2,,
IEGroup,17973402,InnovationEnterprise,company,6913,3937,18428,,San Francisco ,http://pbs.twimg.com/profile_images/534445014772748289/dUHwLwb3_normal.png,41,71,0.016914266,2435,7,,InnovationEnterprise,North America,United States of America,California,San Francisco,http://theinnovationenterprise.com/,,,,http://www.pinterest.com/iegroup,,,,http://ie.linkedin.com/in/dominicmullan,,http://www.angellist.com/528082,,1,,
deantaplin,18629482,Dean Taplin,person,15107,97,3754,"Senior software developer at SAS, real-time analytics, big data.  Photographer, gadget fan, EDM.  Englishman.  Opinions expressed my own.  RTs not endorsements.","Raleigh, NC, USA",http://pbs.twimg.com/profile_images/459015630729916416/Tr4dY-xc_normal.jpeg,40,12,0.016691695,2408,1,Dean,Taplin,North America,United States of America,North Carolina,,http://www.linkedin.com/in/deantaplin/,,,,,,https://plus.google.com/100247053384237867318,,http://www.linkedin.com/in/pub/dean-taplin/67/749/55a,,,,1,,
Zementis,40168855,Zementis,company,2220,601,3414,"Gartner Cool Vendor in Data Science & CIO Review Top 20 most promising Big Data companies --- Predictive Analytics, Data Mining, Cloud Computing, Big Data",USA,http://pbs.twimg.com/profile_images/535829691/zementis-icon_normal.png,40,43,0.017646702,2278,1,,Zementis,North America,United States of America,,,http://www.zementis.com,,,,,,,,http://www.linkedin.com/pub/johann-sebastian/10/0/176,,,http://www.facebook.com/681212291,1,,
IBMSmrtrCmptng,245312303,IBM SmarterComputing,company,25031,1051,15215,The IT infrastructure that enables a Smarter Planet. Follows IBM social business guidelines. Maintained by @CatNickery & @MichaelBivona2. http://t.co/KEdD7KDF,Global,http://pbs.twimg.com/profile_images/2676767569/6efd02b8b137bac9c084df4092b50900_normal.png,40,28,0.024384602,1652,9,,SmarterComputing,North America,United States of America,Texas,Bounce,http://www.ibm.com/Smarter-Computing,,,,,,,,http://es.linkedin.com/pub/mart%C3%ADn-maceira/8/541/803,,,,1,,
fredtrotter,16971428,fredtrotter,company,6258,1143,10522,"(in)famous #HealthIT expert and #Data Journalist. Mostly because I wrote
Hacking Healthcare book: http://t.co/sItoQMgBy7 and started http://t.co/ldAicB0hWI","Houston, TX",http://pbs.twimg.com/profile_images/2486409181/e3yme64d0os9tp0v02na_normal.jpeg,40,12,0.016207513,2479,4,,fredtrotter,North America,United States of America,Texas,Houston,http://www.fredtrotter.com,http://www.fredtrotter.com/feed/,,,http://www.pinterest.com/ftrotter,http://youtube.com/user/fredctrotter,https://plus.google.com/118266165311262601340,,http://www.linkedin.com/in/fredtrotter,http://www.quora.com/fred-trotter,http://www.angellist.com/753055,http://www.facebook.com/672163382,3,,
splicemachine,882407474,Splice Machine,company,1156,896,1050,"Splice Machine’s database, The Hadoop RDBMS, is designed to scale real-time applications using commodity hardware without application rewrites.",San Francisco,http://pbs.twimg.com/profile_images/522282906450796544/CQHA4ns-_normal.jpeg,39,148,0.038337707,1029,1,,Machine,North America,United States of America,California,San Francisco,http://www.splicemachine.com,,,,,,,,http://www.linkedin.com/in/mzweben,,,,1,,
plotlygraphs,1392826357,plotly,company,15214,1091,2399,"The easiest way to graph and share your data. Free and online or on-prem.  Graphing Libraries and APIs for Python, R, MATLAB.",Montréal | Boston | SF,http://pbs.twimg.com/profile_images/444997350340063232/NSL6tPG3_normal.png,39,28,0.047556557,831,2,,plotly,North America,United States of America,Massachusetts,Boston,https://plot.ly/,,,,,,,,http://ca.linkedin.com/pub/bander-jumah/2b/b17/756,,,,2,,
fcc_cio,1969286802,David A. Bray,person,106022,1010,18938,"Chief Information Officer, FCC. RT, links, & follows do not imply endorsement. Leadership is Passion to Improve Our World.",United States,http://pbs.twimg.com/profile_images/508413344303173633/ePGPtw8o_normal.jpeg,39,15,0.060081681,660,28,David,Bray,North America,United States of America,,,http://www.fcc.gov,,,,,,,,http://www.linkedin.com/in/dbray,,,,3,,
UNGlobalPulse,153154765,Global Pulse,company,35241,3802,4422,An innovation initiative of the United Nations Secretary-General harnessing big data for sustainable development and humanitarian action,"New York, NY",http://pbs.twimg.com/profile_images/1860273872/TwitterLogo2_normal.png,39,73,0.02076672,1889,2,,Pulse,North America,United States of America,New York,,http://unglobalpulse.org,http://unglobalpulse.org/rss.xml,,,,,,,http://www.linkedin.com/pub/global-pulse-2010-team/1a/90b/466,,,,2,,
jseidman,19421147,Jonathan Seidman,person,865,501,886,Husband. Father. Pet-wrangler. Partner Engineering team at Cloudera.,Silicon Valley,http://pbs.twimg.com/profile_images/1758087899/headshot_normal.jpg,39,42,0.016401006,2389,0,Jonathan,Seidman,North America,United States of America,New Mexico,San Jose,,,,,,,,http://www.slideshare.com/jseidman,http://www.linkedin.com/in/pub/jonathan-seidman/1/26a/959,,,http://www.facebook.com/624079825,2,,
rxin,17712257,Reynold Xin,person,2859,567,1589,@Databricks and Spark PMC,"Berkeley, CA",http://pbs.twimg.com/profile_images/3126261548/14a0f05b61643ead0ab14a03f4b7eef2_normal.jpeg,39,39,0.016021894,2445,0,Reynold,Xin,North America,United States of America,California,,http://www.rxin.org,,,,,,https://plus.google.com/113548630929506843392,,http://www.linkedin.com/in/pub/dir/reynold/xin,http://www.quora.com/reynold-xin,http://www.angellist.com/203867,http://www.facebook.com/28105524,2,,
DJ44,3030922321,DJ Patil,company,5922,252,380,U.S. Chief Data Scientist with the @WhiteHouseOSTP. Tweets may be archived. More at http://t.co/eVVzoATsAR,"Washington, D.C.",http://pbs.twimg.com/profile_images/570697565977313280/aoCw1bC5_normal.jpeg,39,18,0.243540624,171,2,,Patil,North America,United States of America,District of Columbia,Washington,http://whitehouse.gov/OSTP,,,,,,,,http://www.linkedin.com/in/dpatil,,,,2,,
AnilBatra,13882422,Anil Batra,company,6936,3366,8759,"Digital Marketing Strategy and Analytics expert. Helping Fortune 50 customers with #GrowthHacking, #analytics #search #digitalmarketing #socialmedia #retail",Seattle,http://pbs.twimg.com/profile_images/567401524221865984/q9f5wJVl_normal.jpeg,39,40,0.01437581,2724,3,,Batra,North America,United States of America,Washington,Seattle,http://www.AnilBatra.com/analytics/,http://anilbatra.com/analytics/feed/,,,http://www.pinterest.com/batraonline,,https://plus.google.com/105415370953865475596,,http://www.linkedin.com/in/anilbatra,,http://www.angellist.com/662486,http://www.facebook.com/527214687,3,,
WorldBank,27860681,World Bank,company,1462124,541,22169,The official World Bank Twitter feed. The World Bank's mission is to fight poverty with passion and professionalism for lasting results.,"Washington, DC",http://pbs.twimg.com/profile_images/467312164873592832/6kwzJPbz_normal.png,39,3,0.016873308,2323,9,,Bank,North America,United States of America,District of Columbia,Washington,,,,,http://www.pinterest.com/jimrosenberg,,https://plus.google.com/109852632721149456430,,http://hk.linkedin.com/in/basharsamra,,,http://www.facebook.com/559904277,3,,
nstevenlucas,192579441,Steve Lucas,person,8809,71,2509,"SAP exec, Husband & Dad, fan of analytics, million mile traveler, author, weight lifter (fig & literal), lover of tech and passionate 2 help people","Denver, CO",http://pbs.twimg.com/profile_images/615520785646661632/8lvBTICD_normal.jpg,39,6,0.021981403,1785,1,Steve,Lucas,North America,United States of America,Colorado,Denver,http://www.linkedin.com/in/nstevenlucas/,,,,,,,,http://www.linkedin.com/in/nstevenlucas,,,,1,,
datawallow,2790795553,Data Wallow,company,1712,1469,50,We are the design and research team for Azure data services and are constantly looking for enthusiasts to get feedback. http://t.co/XP4czzYyQQ,"Redmond, WA",http://pbs.twimg.com/profile_images/507668686816030720/xv-obHeG_normal.jpeg,38,38,0.115884619,339,0,,Wallow,North America,United States of America,Washington,,http://linkedin.com/in/chrissto/,,,,,,,,http://ph.linkedin.com/pub/jet-alcantara/14/497/a44,,http://www.angellist.com/christina-storm,,4,,
hey_anmol,93820487,Anmol Rajpurohit,company,1815,492,4136,Software Dev Intern @Salesforce / Data Science Columnist / Data Geek. Views are my own.,United States,http://pbs.twimg.com/profile_images/567453817168359424/j9AQ5vz3_normal.jpeg,38,81,0.018388528,2078,1,,Rajpurohit,North America,United States of America,,,https://www.linkedin.com/in/arajpurohit,,,,,,https://plus.google.com/108710492826126519028,,http://www.linkedin.com/in/arajpurohit,,,http://www.facebook.com/538323410,2,,
ThugMetrics,2916117506,Thug Metrics,company,683,501,16974,Uncensored #Data Intelligence aka #BigData radio show created by @BryanWempen. No filters. Conversations with the big data experts people who are doin-it-propa.,"Kansas City, KS",http://pbs.twimg.com/profile_images/545309149953667072/f3IMwCEc_normal.jpeg,38,72,0.158489248,251,67,,Metrics,North America,United States of America,Kansas,,http://thugmetrics.com,http://thugmetrics.com/feed/,,,,,,,https://www.linkedin.com/in/bryanwempen,,,,1,,
Moz,15651700,Moz,company,385758,3164,45474,"Marketing Analytics Software for Search, Links, Social, and Brand • A Vibrant Online Marketing Community • Resources for Learning Inbound Marketing","Seattle, Washington",http://pbs.twimg.com/profile_images/629382853944438784/943lbYJh_normal.png,38,4,0.014867094,2567,17,,Moz,North America,United States of America,Washington,Seattle,,http://feedpress.me/mozblog,,,http://www.pinterest.com/mozhq,http://youtube.com/user/mosseby,https://plus.google.com/111294201325870406922,,http://www.linkedin.com/in/mosseby,http://www.quora.com/rand-fishkin,,http://www.facebook.com/1018655944,3,,
MSAlgorithms,3222291459,Stock Picks,company,4978,5094,661,MSAlgorithms: Bringing the Wall Street Advantage to You. #FinTech #startup offering innovative #stock picks using #algorithms and #analytics. Website: late 2015,"Cleveland, OH",http://pbs.twimg.com/profile_images/593763230234738689/J0MmSzRO_normal.jpg,38,37,0.417683152,102,6,,Picks,North America,United States of America,Ohio,,,,,,,,,,http://ca.linkedin.com/in/stockguy,,,,4,,
Meta_Startup,2298470490,Trendify ,company,3124,3461,492,Using machine learning and big data analytics to revolutionize investment and entrepreneurship. Like us on Facebook for more details! #bethetrend,"Washington, D.C.",http://pbs.twimg.com/profile_images/457319672115781632/TThKfcZP_normal.jpeg,38,66,0.068219613,568,0,,Trendify,North America,United States of America,District of Columbia,Washington,http://trendify.io,,,,,,,,http://www.linkedin.com/in/dcwashington,,,,4,,
michaelgoldrich,19927676,Michael J. Goldrich,person,34983,35908,10667,Passionate advocate for digital business. Marketing Executive.  Platinum Adrian Award Winner. Opinions are my own. Submit Interview: http://t.co/aHiVED06gi,New York,http://pbs.twimg.com/profile_images/608440426098491392/brwWdhD1_normal.jpg,37,34,0.015624804,2379,4,Michael,Goldrich,North America,United States of America,New York,,http://www.michaelgoldrich.com,,,,http://www.pinterest.com/michaelgoldrich,http://youtube.com/user/mgoldric,https://plus.google.com/109942832560823999754,,http://www.linkedin.com/in/michaelgoldrich,,,http://www.facebook.com/mgoldrich,4,,
