,city,state_l,metro,revenue,url,industry,workers,rank,id,yrs_on_list,growth,state_s,company
225,Philadelphia,Pennsylvania,Philadelphia,7340525,environmental-construction-services,Construction,40,229,36802,1906.7319,1,PA,Environmental Construction Services
226,Reston,Virginia,"Washington, DC",2013041,valsatech-corp,IT Services,15,230,36803,1904.7613,1,VA,Valsatech Corp
227,Saint Louis,Missouri,"St. Louis, MO-IL",2110450,capital-consulting-services,Business Products & Services,5,231,36804,1903.6171,1,MO,Capital Consulting Services
228,Miramar,Florida,Miami,57817969,curve-commercial-services,Logistics & Transportation,7,232,36805,1896.4885,1,FL,Curve Commercial Services
229,Sliverado,California,Los Angeles,2058033,xcaliber-solutions,Business Products & Services,6,233,36806,1886.8827,1,CA,Xcaliber Solutions
230,Wake Forest,North Carolina,"Raleigh-Cary, NC",11647495,nexus-global-business-solutions,Business Products & Services,75,234,36807,1881.1495,1,NC,Nexus Global Business Solutions
231,Denver,Colorado,"Denver-Aurora, CO",10095000,welltok,Health,210,235,36808,1875.6541,1,CO,Welltok
232,Westchester,Illinois,Chicago,3699298,ch-financial-services,Financial Services,12,236,36809,1871.0667,1,IL,C&H Financial Services
233,Los Angeles,California,Los Angeles,8349998,outdoor-tech,Consumer Products & Services,20,237,24996,1869.028,2,CA,Outdoor Tech
234,San Jose,California,San Jose,2523945,360-payment-solutions,Financial Services,22,238,36810,1864.7864,1,CA,360 Payment Solutions
235,San Diego,California,San Diego,5025960,tower-paddle-boards,Consumer Products & Services,7,239,36811,1852.504,1,CA,Tower Paddle Boards
236,Houston,Texas,Houston,6671953,southern-green-builders,Construction,9,240,25725,1845.6636,2,TX,Southern Green Builders
237,New York,New York,New York City,12603553,syntactx,Health,44,241,36812,1843.7929,1,NY,Syntactx
238,Wichita,Kansas,"Wichita, KS",5305449,envyus-media,Advertising & Marketing,4,242,36813,1841.0842,1,KS,Envyus Media
239,Boston,Massachusetts,Boston,25530000,meteorix,IT Services,215,243,36814,1829.7052,1,MA,Meteorix
240,New York,New York,New York City,2024742,franchisehelp,Business Products & Services,8,244,36815,1816.9881,1,NY,FranchiseHelp
241,Edgewood,New York,New York City,20225917,spacecraft-worldwide,Business Products & Services,100,245,36816,1802.4411,1,NY,SPACE/CRAFT Worldwide
242,Midvale,Utah,Salt Lake City,13623245,auric-solar,Energy,27,246,36817,1799.8222,1,UT,Auric Solar
243,Charleston,South Carolina,"Charleston-North Charleston, SC",4448482,rewined-candles,Consumer Products & Services,59,247,24650,1799.4535,1,SC,Rewined Candles
244,Tampa,Florida,Tampa,2210200,nitro-mobile-solutions,Software,26,248,36818,1796.9883,1,FL,Nitro Mobile Solutions
245,Lorton,Virginia,"Washington, DC",5193667,cbeyondata,Government Services,27,249,36819,1779.972,1,VA,cBEYONData
246,Overland Park,Kansas,"Kansas City, MO-KS",46213645,title-boxing-club,Health,17,250,25130,1774.7161,2,KS,TITLE Boxing Club
247,Kennesaw,Georgia,Atlanta,2237965,homelectrical,Construction,8,251,36820,1769.6293,1,GA,HomElectrical
248,Clearwater,Florida,Tampa,4414151,progressive-dental,Advertising & Marketing,34,252,25812,1764.1864,2,FL,Progressive Dental
249,Fitchburg,Wisconsin,"Madison, WI",2427146,truscribe,Business Products & Services,23,253,36821,1763.9098,1,WI,TruScribe
250,Dublin,Ohio,"Columbus, OH",2010640,santec-resources,IT Services,12,254,36822,1761.7037,1,OH,Santec Resources
251,Alexandria,Virginia,"Washington, DC",6225465,tenica-and-associates,Government Services,84,255,36823,1754.5777,1,VA,TENICA and Associates
252,Arlington,Virginia,"Washington, DC",11820771,favor-techconsulting,IT Services,49,256,36824,1753.8257,1,VA,Favor TechConsulting
253,Pacific Palisades,California,Los Angeles,4615864,pipeliner-crm,Software,68,257,36825,1750.1198,1,CA,Pipeliner CRM
254,San Diego,California,San Diego,6486927,tipsy-elves,Retail,8,258,36826,1742.4216,1,CA,Tipsy Elves
255,Chicago,Illinois,Chicago,17692948,insureon,Insurance,150,259,25461,1742.1538,2,IL,Insureon
256,Tempe,Arizona,Phoenix,2754222,my-home-group-real-estate,Real Estate,389,260,36827,1736.148,1,AZ,My Home Group Real Estate
257,Chicago,Illinois,Chicago,2338889,carrierdirect,Logistics & Transportation,13,261,36828,1728.4998,1,IL,CarrierDirect
258,Durham,North Carolina,"Durham, NC",2122872,adzerk,Software,17,262,36829,1726.4407,1,NC,Adzerk
259,Carlsbad,California,San Diego,3838334,elevatedcom,Advertising & Marketing,22,263,36830,1723.4366,1,CA,Elevated.com
260,New York,New York,New York City,27486137,seatgeek,Consumer Products & Services,80,264,26277,1718.6552,2,NY,SeatGeek
261,Cordova,Tennessee,"Memphis, TN-MS-AR",3809230,highervisibility,Advertising & Marketing,30,265,24616,1710.1092,1,TN,HigherVisibility
262,Orlando,Florida,"Orlando, FL",3776195,savage-race,Health,22,266,36831,1708.973,1,FL,Savage Race
263,Norcross,Georgia,Atlanta,18029000,nanolumens,Manufacturing,90,267,36832,1692.1471,1,GA,NanoLumens
264,Atlanta,Georgia,Atlanta,8050409,birdsey-group,Real Estate,42,268,36833,1689.457,1,GA,Birdsey Group
265,Cary,North Carolina,"Durham, NC",3194867,patagonia-health,Health,21,269,36834,1686.9183,1,NC,Patagonia Health
266,Lewes,Delaware,"Seaford, DE",2245072,lurong-living,Health,2,270,36835,1684.1821,1,DE,Lurong Living
267,Herndon,Virginia,"Washington, DC",13243632,the-rsr-company,Government Services,60,271,25331,1681.7704,2,VA,The RSR Company
268,Jacksonville,Florida,"Jacksonville, FL",27989463,early-upgrade,Consumer Products & Services,1,272,26166,1676.6418,2,FL,Early Upgrade
269,Los Angeles,California,Los Angeles,24398369,sky-zone,Consumer Products & Services,650,273,20327,1673.9908,5,CA,Sky Zone
270,Boston,Massachusetts,Boston,9189000,localytics,Software,250,274,36836,1673.9382,1,MA,Localytics
271,San Ramon,California,San Francisco,6434414,allianceit,IT Services,48,275,36837,1670.0741,1,CA,AllianceIT
272,Little Rock,Arkansas,"Little Rock-North Little Rock-Conway, AR",5249847,team-si,Advertising & Marketing,55,276,36838,1670.0688,1,AR,Team SI
273,Ft. Lauderdale,Florida,Miami,117263599,patriot-national,Insurance,767,277,22766,1668.0089,3,FL,Patriot National
274,Highland Park,Illinois,Chicago,2063384,cs-recruiting,Human Resources,15,278,36839,1666.5959,1,IL,CS Recruiting
275,Spokane,Washington,"Spokane, WA",2418621,professional-realty-services,Real Estate,176,279,36840,1661.1745,1,WA,Professional Realty Services
276,San Diego,California,San Diego,9161812,multifamily-utility-company,Real Estate,38,280,25445,1652.4641,2,CA,Multifamily Utility Company
277,Carmel,Indiana,"Indianapolis, IN",7174997,mesh-systems,Software,14,281,25663,1645.3634,2,IN,Mesh Systems
278,New York,New York,New York City,5173651,myjobhelpercom,Business Products & Services,9,282,36841,1639.8728,1,NY,MyJobHelper.com
279,San Francisco,California,San Francisco,2507307,scripted,Business Products & Services,34,283,36842,1637.7582,1,CA,Scripted
280,Bethlehem,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",2141756,livehelpnow,Software,10,284,36843,1634.8897,1,PA,LiveHelpNow
281,Pocatello,Idaho,"Pocatello, ID",3936763,livefree-emergency-response,Health,23,285,36844,1622.1788,1,ID,LiveFree Emergency Response
282,New York,New York,New York City,2559275,americord-registry,Health,6,286,36845,1615.8838,1,NY,Americord Registry
283,Mountain View,California,San Jose,3483000,peel,Consumer Products & Services,71,287,36846,1607.3529,1,CA,Peel
284,Los Angeles,California,Los Angeles,3640250,the-doctors-choice,Health,50,288,25923,1596.6907,2,CA,The Doctor's Choice
285,Modesto,California,"Modesto, CA",12130106,principal-service-solutions,Human Resources,205,289,36847,1580.3959,1,CA,Principal Service Solutions
286,Lafayette,California,San Francisco,2881765,forshay,Human Resources,12,290,36848,1567.1382,1,CA,Forshay
287,Hackensack,New Jersey,New York City,2626460,appeagle,Software,25,291,36849,1565.6055,1,NJ,Appeagle
288,Huntington Beach,California,Los Angeles,4695129,zerouv,Retail,24,292,36850,1558.3823,1,CA,Zerouv
289,Denver,Colorado,"Denver-Aurora, CO",38550718,craftsy,Consumer Products & Services,221,293,36851,1552.676,1,CO,Craftsy
290,Westborough,Massachusetts,"Worcester, MA",3808541,the-fda-group,Health,5,294,36852,1552.2166,1,MA,The FDA Group
291,New Albany,Ohio,"Columbus, OH",2118462,capture-education,Education,16,295,36853,1551.7449,1,OH,Capture Education
292,St Petersburg,Florida,Tampa,2409371,splash-and-dash-for-dogs-international,Retail,32,296,24913,1550.1185,2,FL,Splash and Dash for Dogs International
293,Chicago,Illinois,Chicago,2901310,ceta,Health,11,297,36854,1535.8495,1,IL,CETA
294,Batavia,Illinois,Chicago,17603783,midwest-salt,Business Products & Services,14,298,36855,1534.5202,1,IL,Midwest Salt
295,Vienna,Virginia,"Washington, DC",17648000,inserso,Government Services,220,299,2075,1532.5624,6,VA,Inserso
296,Buena Park,California,Los Angeles,5681677,nationwide-real-estate-executives,Real Estate,353,300,36856,1529.435,1,CA,Nationwide Real Estate Executives
297,Fremont,California,San Francisco,3658776,pivotal-systems,Engineering,25,301,36857,1522.0279,1,CA,Pivotal Systems
298,Boulder,Colorado,"Boulder, CO",23255079,minute-key,Consumer Products & Services,151,302,25231,1520.3033,2,CO,Minute Key
299,Houston,Texas,Houston,137795134,the-loken-group,Real Estate,31,303,36858,1520.1102,1,TX,The Loken Group
300,Evanston,Illinois,Chicago,7834900,digital-imports,Business Products & Services,25,304,36859,1518.781,1,IL,Digital Imports
301,Lewis Center,Ohio,"Columbus, OH",42548672,mes,Logistics & Transportation,60,305,21743,1514.6554,4,OH,MES
302,New York,New York,New York City,14603213,credibly,Financial Services,66,306,25522,1514.3122,2,NY,Credibly
303,Orlando,Florida,"Orlando, FL",89582616,loyal-source-government-services,Government Services,1877,307,24677,1507.0331,2,FL,Loyal Source Government Services
304,Marina Del Rey,California,Los Angeles,4864337,smartypants-vitamins,Health,25,308,36860,1503.3545,1,CA,SmartyPants Vitamins
305,Valley Village,California,Los Angeles,24370451,treeium,Construction,25,309,36861,1501.1071,1,CA,Treeium
306,Tampa,Florida,Tampa,3331339,usa-staffing-services,Business Products & Services,76,310,36862,1494.1557,1,FL,USA Staffing Services
307,Boca Raton,Florida,Miami,30462823,modernizing-medicine,Health,215,311,24687,1492.3003,1,FL,Modernizing Medicine
308,New York,New York,New York City,3302845,mark-fisher-fitness,Health,33,312,36863,1487.3186,1,NY,Mark Fisher Fitness
309,Bend,Oregon,"Bend, OR",35574764,hydro-flask,Consumer Products & Services,50,313,25218,1487.0963,2,OR,Hydro Flask
310,Drexel,Missouri,"Kansas City, MO-KS",6787944,side-by-side-stuff,Retail,15,314,36864,1486.8469,1,MO,Side By Side Stuff
311,Bradford,Massachusetts,Boston,2161269,my-marketing-solutions,Advertising & Marketing,6,315,36865,1480.8457,1,MA,My Marketing Solutions
312,Chicago,Illinois,Chicago,11921791,falcon-consulting-group,Health,76,316,36866,1474.6715,1,IL,Falcon Consulting Group
313,Portland,Oregon,"Portland, OR",3617399,marmoset,Media,25,317,36867,1470.0857,1,OR,Marmoset
314,Scottsdale,Arizona,Phoenix,7614806,lumber-one-services,Construction,6,318,26242,1465.441,2,AZ,Lumber One Services
315,Herndon,Virginia,"Washington, DC",22818822,itility,Government Services,115,319,36868,1464.8119,1,VA,ITility
316,Alexandria,Virginia,"Washington, DC",7543285,tribal-tech,Government Services,45,320,25314,1460.868,2,VA,Tribal Tech
317,Troy,Michigan,Detroit,16629796,365-retail-markets,Business Products & Services,66,321,36869,1459.0546,1,MI,365 Retail Markets
318,Boulder,Colorado,"Boulder, CO",3464284,blue-canyon-technologies,Engineering,17,322,36870,1458.775,1,CO,Blue Canyon Technologies
319,Omaha,Nebraska,"Omaha-Council Bluffs, NE-IA",2891110,csg-actuarial,Insurance,18,323,36871,1456.1339,1,NE,CSG Actuarial
320,Menlo Park,California,San Francisco,10325000,guidespark,Software,275,324,25092,1443.3483,2,CA,GuideSpark
321,Irvine,California,Los Angeles,2281270,spotswood-consulting,IT Services,50,325,36872,1439.4847,1,CA,Spotswood Consulting
322,STERLING,Virginia,"Washington, DC",5705599,bell-info-solutions,IT Services,115,326,36873,1437.2385,1,VA,BELL INFO SOLUTIONS
323,Austin,Texas,Austin,13370000,artisan-infrastructure,IT Services,100,327,36874,1433.2569,1,TX,Artisan Infrastructure
324,Alpharetta,Georgia,Atlanta,2913078,federal-employee-benefit-counselors,Financial Services,15,328,36875,1428.7254,1,GA,Federal Employee Benefit Counselors
325,Twinsburg,Ohio,"Akron, OH",47529850,covermymeds,Health,142,329,22959,1427.0178,3,OH,CoverMyMeds
326,Ramsey,New Jersey,New York City,11309620,rethink-ramsey-nj,Advertising & Marketing,28,330,23147,1423.5915,3,NJ,"Re:think (Ramsey, NJ)"
327,Sugar Land,Texas,Houston,9513344,ipdatatel,Security,33,331,25848,1415.0519,2,TX,ipDatatel
328,Duluth,Georgia,Atlanta,8127071,leadingagile,Business Products & Services,44,332,36876,1409.6876,1,GA,LeadingAgile
329,Reston,Virginia,"Washington, DC",35566869,hcentive,Health,738,333,25855,1406.8492,2,VA,hCentive
330,San Diego,California,San Diego,11725813,scalematrix,IT Services,65,334,36877,1401.7075,1,CA,ScaleMatrix
331,Charleston,South Carolina,"Charleston-North Charleston, SC",21279070,purecars,Advertising & Marketing,130,335,25749,1400.7381,2,SC,PureCars
332,Jackson,Michigan,"Jackson, MI",9591735,makeup-geek,Consumer Products & Services,19,336,25155,1395.9994,2,MI,Makeup Geek
333,Manhattan Beach,California,Los Angeles,13938491,clean-energy-experts,Advertising & Marketing,77,337,25062,1393.5687,2,CA,Clean Energy Experts
334,Farmington,Utah,"Ogden-Clearfield, UT",63967068,pluralsight,Education,371,338,23334,1392.0042,3,UT,Pluralsight
335,Columbus,Ohio,"Columbus, OH",13383514,plug-smart,Energy,25,339,23093,1391.407,3,OH,Plug Smart
336,Rockville,Maryland,"Washington, DC",4761537,a-square-group,IT Services,34,340,36878,1385.7053,1,MD,A Square Group
337,Winona,Minnesota,"Winona, MN",2738026,vighter-medical-group,Government Services,50,341,36879,1382.3538,1,MN,Vighter Medical Group
338,Albuquerque,New Mexico,"Albuquerque, NM",3100863,urban-fresh-cosmetics,Retail,4,342,25300,1376.2991,2,NM,Urban Fresh Cosmetics
339,VAN NUYS,California,Los Angeles,239317656,tnh-advanced-specialty-pharmacy,Health,78,343,23017,1371.8192,3,CA,TNH Advanced Specialty Pharmacy
340,Boston,Massachusetts,Boston,25114482,vmturbo,Software,439,344,36880,1366.9366,1,MA,VMTurbo
341,Santa Ana,California,Los Angeles,21300775,nekter-juice-bar,Food & Beverage,597,345,36881,1362.0535,1,CA,Nekter Juice Bar
342,Chandler,Arizona,Phoenix,2813365,printsaverepeat,Business Products & Services,15,346,36882,1354.5067,1,AZ,Print.Save.Repeat.
343,Lindon,Utah,"Provo-Orem, UT",273583345,nudge,Real Estate,668,347,36883,1352.4121,1,UT,Nudge
344,Brick,New Jersey,New York City,94700948,cardcashcom,Consumer Products & Services,120,348,21023,1349.4735,4,NJ,CardCash.com
345,North Canton,Ohio,"Canton-Massillon, OH",21859143,residential-bancorp,Financial Services,217,349,36884,1349.3531,1,OH,Residential Bancorp
346,Park City,Utah,Salt Lake City,5018402,utopian-luxury-vacation-homes,Travel & Hospitality,12,350,36885,1341.3075,1,UT,Utopian Luxury Vacation Homes
347,New York,New York,New York City,561210948,bowlmor-amf,Food & Beverage,9000,351,26343,1338.5454,2,NY,Bowlmor-AMF
348,Wheeling,Illinois,Chicago,173475267,response-team-1,Construction,615,352,26210,1338.5362,2,IL,Response Team 1
349,Redmond,Washington,Seattle,2544031,unifycloud,IT Services,48,353,36886,1338.1994,1,WA,UnifyCloud
350,Tea,South Dakota,"Sioux Falls, SD",14605700,weisser-distributing,Business Products & Services,44,354,36887,1335.825,1,SD,Weisser Distributing
351,Charleston,South Carolina,"Charleston-North Charleston, SC",3226025,michael-grant-and-company,Business Products & Services,7,355,36888,1333.7889,1,SC,MICHAEL GRANT AND COMPANY
352,Plano,Texas,Dallas,3424113,mattress-hq,Retail,15,356,36889,1328.2253,1,TX,Mattress HQ
353,Mountain View,California,San Jose,5209967,drchrono,Health,46,357,26151,1310.9669,2,CA,DrChrono
354,Independence,Ohio,Cleveland,2427249,wellness-iq,Health,295,358,36890,1308.3337,1,OH,Wellness IQ
355,New York,New York,New York City,51999818,integral-ad-science,Advertising & Marketing,166,359,26395,1308.294,2,NY,Integral Ad Science
356,Orlando,Florida,"Orlando, FL",2526318,nextelligence,Business Products & Services,35,360,36891,1308.0627,1,FL,Nextelligence
357,Denver,Colorado,"Denver-Aurora, CO",2427697,survtech-solutions,Engineering,16,361,36892,1306.8305,1,CO,Survtech Solutions
358,Clearwater,Florida,Tampa,27440183,bluewater-media,Advertising & Marketing,20,362,36893,1303.5454,1,FL,Bluewater Media
359,Norcross,Georgia,Atlanta,8184084,akesogen,Health,20,363,36894,1300.3292,1,GA,AKESOgen
360,Baton Rouge,Louisiana,"Baton Rouge, LA",6666345,e-gov-systems,Government Services,64,364,36895,1298.5505,1,LA,e-Gov Systems
361,Seatle,Washington,Seattle,12609319,simply-measured,Software,129,365,36896,1294.7513,1,WA,Simply Measured
362,Rahway,New Jersey,New York City,10100990,vijay-holdings,Consumer Products & Services,13,366,36897,1293.2323,1,NJ,Vijay Holdings
363,Jersey City,New Jersey,New York City,2103217,eglentowicz-wrecking,Environmental Services,10,367,36898,1291.6884,1,NJ,Eglentowicz Wrecking
364,Irvine,California,Los Angeles,7114567,orangepeople,IT Services,60,368,25985,1289.3956,2,CA,OrangePeople
365,Purcell,Oklahoma,"Oklahoma City, OK",4146839,superior-spooling-energy-services,Energy,11,369,36899,1288.2027,1,OK,Superior Spooling & Energy Services
366,Tualatin,Oregon,"Portland, OR",5695096,barker-cabinets,Consumer Products & Services,45,370,36900,1288.0829,1,OR,Barker Cabinets
367,Philadelphia,Pennsylvania,Philadelphia,3039695,torchlight-technology-group,Advertising & Marketing,15,371,36901,1280.5312,1,PA,Torchlight Technology Group
368,Huntsville,Alabama,"Huntsville, AL",15064618,thompson-gray,Government Services,72,372,25659,1276.1048,2,AL,Thompson Gray
369,Bellevue,Washington,Seattle,8784097,blueprint-consulting-services,Business Products & Services,105,373,36902,1275.0375,1,WA,Blueprint Consulting Services
370,Bloomington,Minnesota,Minneapolis,4988303,snap-construction,Construction,16,374,36903,1274.8017,1,MN,Snap Construction
371,Santa Monica,California,Los Angeles,13019743,tongal,Advertising & Marketing,48,375,25498,1269.6227,2,CA,Tongal
372,WAYNESBORO,Virginia,"Staunton-Waynesboro, VA",3238778,sigora-solar,Energy,35,376,36904,1266.1464,1,VA,Sigora Solar
373,Orlando,Florida,"Orlando, FL",2493969,cables-and-sensors,Health,15,377,36905,1257.4098,1,FL,Cables and Sensors
374,Martinsburg,West Virginia,"Hagerstown-Martinsburg, MD-WV",4257108,express-modular,Construction,6,378,36906,1250.7082,1,WV,Express Modular
