,Unnamed: 0,city,state_l,metro,revenue,url,industry,workers,rank,id,yrs_on_list,growth,ifmid,ifiid,state_s,company
258,258,New Albany,Indiana,"Louisville/Jefferson County, KY-IN",4053594,smartbox-web-marketing,Advertising & Marketing,58,259,43145,1,1534.2633,630,5,IN,SmartBox Web Marketing
263,263,Austin,Texas,Austin,4128759,double-a-events,Advertising & Marketing,7,264,43148,1,1502.0639,18,5,TX,Double A Events
286,286,Park City,Utah,"Summit Park, UT",7375000,advice-media,Advertising & Marketing,65,287,43167,1,1360.396,1022,5,UT,Advice Media
291,291,San Francisco,California,San Francisco,10259310,metamarkets,Advertising & Marketing,36,292,43169,1,1350.9159,4,5,CA,Metamarkets
313,313,Boston,Massachusetts,Boston,9755851,pixability,Advertising & Marketing,58,314,37100,2,1225.9376,6,5,MA,Pixability
324,324,Madison,Wisconsin,"Madison, WI",2089785,evoke-brand-strategies,Advertising & Marketing,25,325,43191,1,1182.5881,78,5,WI,Evoke Brand Strategies
329,329,New York,New York,New York City,8879980,signpost,Advertising & Marketing,300,330,43194,1,1172.7468,9,5,NY,Signpost
335,335,New York,New York,New York City,94183530,kargo,Advertising & Marketing,169,336,36920,2,1140.7235,9,5,NY,Kargo
342,342,Boise,Idaho,"Boise City, ID",3842340,the-newsletter-pro,Advertising & Marketing,40,343,36722,2,1118.7768,1019,5,ID,The Newsletter Pro
346,346,New York,New York,New York City,7282515,influenster,Advertising & Marketing,30,347,43203,1,1105.4809,9,5,NY,Influenster
348,348,Austin,Texas,Austin,5364355,status-labs,Advertising & Marketing,29,349,43204,1,1099.2558,18,5,TX,Status Labs
351,351,Marshfield,Massachusetts,Boston,2376055,palo-media,Advertising & Marketing,5,352,43207,1,1077.9151,6,5,MA,Palo Media
366,366,Atlanta,Georgia,Atlanta,77634380,cardlytics,Advertising & Marketing,366,366,36700,2,1049.2938,29,5,GA,Cardlytics
370,370,Portland,Oregon,"Portland, OR",2149249,graybox,Advertising & Marketing,23,370,43217,1,1038.3493,10,5,OR,GRAYBOX
393,393,Asbury Park,New Jersey,New York City,2223705,core-and-more-technologies,Advertising & Marketing,6,393,43230,1,975.3810000000001,9,5,NJ,Core and More Technologies
423,423,Frisco,Texas,Dallas,2539231,nextafter,Advertising & Marketing,6,422,43247,1,914.1063,8,5,TX,NextAfter
424,424,New York,New York,New York City,18888583,convertmedia,Advertising & Marketing,60,423,43248,1,909.0055,9,5,NY,ConvertMedia
430,430,New York,New York,New York City,10635693,kepler-group,Advertising & Marketing,75,429,43251,1,889.1616,9,5,NY,Kepler Group
434,434,Brooklyn,New York,New York City,10188446,prolific-interactive,Advertising & Marketing,100,433,43254,1,881.9148,9,5,NY,Prolific Interactive
443,443,Washington,District of Columbia,"Washington, DC",2513311,be-the-change-revolutions,Advertising & Marketing,29,442,43260,1,867.6816,3,5,DC,Be The Change Revolutions
448,448,Grand Rapids,Michigan,"Grand Rapids-Wyoming, MI",2038378,creative-studio-promotions,Advertising & Marketing,11,447,43264,1,852.9762,219,5,MI,Creative Studio Promotions
449,449,Miami,Florida,Miami,2158100,sobe-promos,Advertising & Marketing,13,448,43265,1,851.7027,1,5,FL,SoBe Promos
457,457,Jenks,Oklahoma,"Tulsa, OK",2085763,freeform-agency,Advertising & Marketing,15,456,43268,1,845.0885,841,5,OK,FreeForm Agency
491,491,New York,New York,New York City,60738467,liveintent,Advertising & Marketing,220,490,22941,2,776.1572,9,5,NY,LiveIntent
495,495,Kew Gardens,New York,New York City,5351535,advantages,Advertising & Marketing,7,494,37274,2,771.1003,9,5,NY,Advantages
503,503,Indianapolis,Indiana,"Indianapolis, IN",2747245,fizziology,Advertising & Marketing,17,502,43291,1,756.1063,81,5,IN,Fizziology
506,506,Miami,Florida,Miami,33832892,showroom-logic,Advertising & Marketing,118,505,25524,3,749.6988,1,5,FL,Showroom Logic
507,507,New York,New York,New York City,9245052,wondersauce,Advertising & Marketing,68,506,43293,1,749.4589,9,5,NY,Wondersauce
509,509,New York,New York,New York City,14848179,contently,Advertising & Marketing,104,508,36707,2,748.9569,9,5,NY,Contently
519,519,Seattle,Washington,Seattle,60407280,tune,Advertising & Marketing,250,518,22933,4,740.6433,23,5,WA,TUNE
526,526,Chicago,Illinois,Chicago,40100294,home-run-media,Advertising & Marketing,18,525,43299,1,731.4455,17,5,IL,Home Run Media
528,528,MIAMI,Florida,Miami,7381705,white-shark-media,Advertising & Marketing,170,527,37093,2,730.2325,1,5,FL,White Shark Media
539,539,Redwood City,California,San Francisco,7896206,pierry-software,Advertising & Marketing,50,538,43304,1,716.3174,4,5,CA,Pierry Software
552,552,Irvine,California,Los Angeles,5307000,sports-1-marketing,Advertising & Marketing,50,551,43311,1,704.0909,2,5,CA,Sports 1 Marketing
559,559,San Francisco,California,San Francisco,40387000,ninthdecimal,Advertising & Marketing,90,558,36789,2,700.3765,4,5,CA,NinthDecimal
567,567,New York,New York,New York City,42096791,adtheorent,Advertising & Marketing,116,566,36658,2,695.4821,9,5,NY,AdTheorent
569,569,Alpharetta,Georgia,Atlanta,7500572,muscle-up-marketing,Advertising & Marketing,10,568,36662,2,691.2163,29,5,GA,Muscle Up Marketing
571,571,LOS ANGELES,California,Los Angeles,15283886,allscreen,Advertising & Marketing,20,570,36652,2,686.4448,2,5,CA,AllScreen
575,575,New York,New York,New York City,93273969,integral-ad-science,Advertising & Marketing,305,574,26395,3,677.7303,9,5,NY,Integral Ad Science
578,578,Dallas,Texas,Dallas,2635462,sports-marketing-monterrey,Advertising & Marketing,6,577,36947,2,676.5199,8,5,TX,Sports Marketing Monterrey
585,585,Pasadena,California,Los Angeles,19379879,imprenta-communications-group,Advertising & Marketing,20,584,36926,2,663.0204,2,5,CA,Imprenta Communications Group
594,594,Portland,Oregon,"Portland, OR",2109627,obility,Advertising & Marketing,23,593,43328,1,658.946,10,5,OR,Obility
622,622,Alexandria,Virginia,"Washington, DC",2597000,torchlight,Advertising & Marketing,8,621,43342,1,627.451,3,5,VA,TorchLight
641,641,Naperville,Illinois,Chicago,16297605,launch-digital-marketing,Advertising & Marketing,109,640,43350,1,607.3533,17,5,IL,Launch Digital Marketing
649,649,Little Rock,Arkansas,"Little Rock-North Little Rock-Conway, AR",5932238,team-si,Advertising & Marketing,70,648,36838,2,602.1455,122,5,AR,Team SI
650,650,San Luis Obispo,California,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",8421449,hathway,Advertising & Marketing,50,649,25252,3,602.0981,1017,5,CA,Hathway
652,652,New York,New York,New York City,8195699,collins,Advertising & Marketing,29,651,43354,1,600.0372,9,5,NY,Collins
657,657,New York,New York,New York City,57353704,tapad,Advertising & Marketing,151,656,43356,1,594.5446,9,5,NY,Tapad
660,660,Las Vegas,Nevada,"Las Vegas-Henderson-Paradise, NV",32468361,madrivo,Advertising & Marketing,54,659,43358,1,593.8062,1004,5,NV,Madrivo
671,671,Seattle,Washington,Seattle,3345480,adseek-media,Advertising & Marketing,3,670,43365,1,584.43,23,5,WA,Adseek Media
681,681,San Diego,California,San Diego,29201941,rescue-|-the-behavior-change-agency,Advertising & Marketing,127,680,1170,8,577.4287,11,5,CA,Rescue | The Behavior Change Agency
682,682,Boston,Massachusetts,Boston,22764044,wordstream,Advertising & Marketing,148,681,23019,4,577.2296,6,5,MA,WordStream
691,691,Springfield,Missouri,"Springfield, MO",4181598,gigsalad,Advertising & Marketing,22,690,37073,2,569.9808,102,5,MO,GigSalad
697,697,Charleston,South Carolina,"Charleston-North Charleston, SC",26483144,purecars-automotive,Advertising & Marketing,154,696,25749,3,566.4057,536,5,SC,PureCars Automotive
702,702,Indianapolis,Indiana,"Indianapolis, IN",2321616,sells-group,Advertising & Marketing,16,701,43380,1,563.0991,81,5,IN,Sells Group
708,708,Santa Monica,California,Los Angeles,22232140,tongal,Advertising & Marketing,46,707,25498,3,556.4159999999999,2,5,CA,Tongal
710,710,Lake Oswego,Oregon,"Portland, OR",10306397,logical-position,Advertising & Marketing,109,709,26170,3,554.7856,10,5,OR,Logical Position
716,716,San Francisco,California,San Francisco,16837733,muh-tay-zik-|-hof-fer,Advertising & Marketing,80,715,43388,1,549.4458,4,5,CA,MUH-TAY-ZIK | HOF-FER
718,718,Layton,Utah,"Ogden-Clearfield, UT",2510060,clearly-promotions,Advertising & Marketing,4,717,43390,1,549.0639,204,5,UT,Clearly Promotions
727,727,Salt Lake CIty,Utah,Salt Lake City,9637197,cash-network,Advertising & Marketing,9,726,43393,1,543.5116,12,5,UT,Cash Network
732,732,New York,New York,New York City,17366744,revimedia,Advertising & Marketing,33,731,26117,3,541.0231,9,5,NY,ReviMedia
735,735,Granville,Ohio,"Columbus, OH",16038452,revlocal,Advertising & Marketing,187,734,23215,4,539.1698,19,5,OH,RevLocal
736,736,Philadelphia,Pennsylvania,Philadelphia,4409571,torchlight-technology-group,Advertising & Marketing,18,735,36901,2,539.0025,49,5,PA,Torchlight Technology Group
740,740,Clearwater,Florida,Tampa,6501763,progressive-dental,Advertising & Marketing,39,739,25812,3,536.7018,7,5,FL,Progressive Dental
746,746,Portsmouth,New Hampshire,Boston,3354709,vital,Advertising & Marketing,36,745,37409,2,534.4195,6,5,NH,Vital
750,750,Orlando,Florida,"Orlando, FL",2943663,uproar-pr,Advertising & Marketing,41,749,43403,1,533.1084,68,5,FL,Uproar PR
762,762,Lake Oswego,Oregon,"Portland, OR",12287272,dealer-spike,Advertising & Marketing,219,761,25292,3,525.2234,10,5,OR,Dealer Spike
769,769,Seattle,Washington,Seattle,8686590,fell-swoop,Advertising & Marketing,32,768,43410,1,517.7315,23,5,WA,Fell Swoop
773,773,New York,New York,New York City,79923911,magnetic,Advertising & Marketing,293,772,2857,4,516.8580000000001,9,5,NY,Magnetic
782,782,Seattle,Washington,Seattle,5014915,shaw-scott,Advertising & Marketing,48,781,37709,2,512.9684,23,5,WA,Shaw + Scott
784,784,Atlanta,Georgia,Atlanta,4653067,look-listen,Advertising & Marketing,40,783,36923,2,511.8528,29,5,GA,Look Listen
792,792,Fort Lee,New Jersey,New York City,10084440,bridge,Advertising & Marketing,79,791,43422,1,505.858,9,5,NJ,Bridge
813,813,Seattle,Washington,Seattle,10015329,tdwco,Advertising & Marketing,33,812,43434,1,490.9355,23,5,WA,TDW+Co
823,823,Bothell,Washington,Seattle,2195409,conversion-logix,Advertising & Marketing,10,822,43439,1,484.3905,23,5,WA,Conversion Logix
827,827,Loveland,Ohio,Cincinnati,2049189,oodle,Advertising & Marketing,17,826,43441,1,480.4739,47,5,OH,Oodle
829,829,Baltimore,Maryland,Baltimore,2715965,socialtoaster,Advertising & Marketing,34,828,43443,1,479.6532,35,5,MD,SocialToaster
849,849,New York,New York,New York City,6578572,vertamedia,Advertising & Marketing,76,848,43454,1,467.7874,9,5,NY,VertaMedia
876,876,New York,New York,New York City,12724416,engine-shop,Advertising & Marketing,55,875,26415,2,453.4171,9,5,NY,Engine Shop
892,892,Chicago,Illinois,Chicago,2571570,logical-media-group,Advertising & Marketing,25,891,43467,1,448.3969,17,5,IL,Logical Media Group
900,900,Emeryville,California,San Francisco,22856865,sellpoints,Advertising & Marketing,62,899,37269,2,445.6723,4,5,CA,Sellpoints
904,904,Las Vegas,Nevada,"Las Vegas-Henderson-Paradise, NV",3172541,marketing-with-you,Advertising & Marketing,12,903,37191,2,442.9049,1004,5,NV,Marketing With You
907,907,Cincinnati,Ohio,Cincinnati,2725316,infotrust,Advertising & Marketing,22,906,37126,2,440.7148,47,5,OH,InfoTrust
940,940,Portland,Oregon,"Portland, OR",8064205,mathyspotestio,Advertising & Marketing,16,939,37167,2,420.8072,10,5,OR,Mathys+Potestio
946,946,El Segundo,California,Los Angeles,74005256,centerfield-media,Advertising & Marketing,51,945,37276,2,419.3915,2,5,CA,Centerfield Media
947,947,Potomac,Maryland,"Washington, DC",2132410,verasolve,Advertising & Marketing,18,946,43482,1,419.1592,3,5,MD,Verasolve
949,949,Los Angeles,California,Los Angeles,39295662,index-promotions,Advertising & Marketing,40,948,43483,1,417.7358,2,5,CA,Index Promotions
951,951,Los Angeles,California,Los Angeles,5825366,brandedofferscom,Advertising & Marketing,5,950,43484,1,417.3132,2,5,CA,BrandedOffers.com
959,959,Rocklin,California,"Sacramento, CA",13614517,marksys,Advertising & Marketing,30,958,43489,1,415.3875,1011,5,CA,MarkSYS
970,970,New York,New York,New York City,6234275,adgate-media,Advertising & Marketing,10,969,37066,2,412.454,9,5,NY,AdGate Media
978,978,Rogers,Arkansas,"Fayetteville-Springdale-Rogers, AR-MO",33678036,collective-bias,Advertising & Marketing,142,977,26172,3,409.0163,235,5,AR,Collective Bias
985,985,Saint Louis,Missouri,"St. Louis, MO-IL",9264845,evolve-digital-labs,Advertising & Marketing,13,984,26370,3,407.6622,74,5,MO,Evolve Digital Labs
991,991,Wellesley,Massachusetts,Boston,14115212,instream,Advertising & Marketing,25,990,25199,3,404.9524,6,5,MA,inStream
997,997,Morrisville,North Carolina,"Durham-Chapel Hill, NC",45072908,netsertive,Advertising & Marketing,212,996,23145,4,400.4969,56,5,NC,Netsertive
1001,1001,Portland,Oregon,"Portland, OR",3398104,bonfire-marketing,Advertising & Marketing,35,1000,43511,1,396.6587,10,5,OR,Bonfire Marketing
1006,1006,Chestertown,Maryland,,31157990,benchworks,Advertising & Marketing,67,1005,19181,2,395.327,1033,5,MD,Benchworks
1012,1012,Denver,Colorado,Denver,3583168,digital-fusion,Advertising & Marketing,17,1011,43517,1,391.7219,30,5,CO,Digital Fusion
1025,1025,Saratoga Springs,New York,"Albany-Schenectady-Troy, NY",5122800,brandxads,Advertising & Marketing,12,1024,43526,1,386.9582,146,5,NY,BrandXads
1036,1036,Minneapolis,Minnesota,Minneapolis,10536415,media-bridge-advertising,Advertising & Marketing,6,1035,37334,2,381.8863,13,5,MN,Media Bridge Advertising
1041,1041,Fort Worth,Texas,Dallas,51560353,simplifi,Advertising & Marketing,128,1040,43534,1,379.0739,8,5,TX,Simpli.fi
1050,1050,Miami Lakes,Florida,Miami,3255071,illuminati-studios,Advertising & Marketing,18,1049,37614,2,374.2513,1,5,FL,Illuminati Studios
1051,1051,Lehi,Utah,"Provo-Orem, UT",2003618,big-leap,Advertising & Marketing,35,1050,43538,1,374.191,48,5,UT,Big Leap
1063,1063,New York,New York,New York City,111398000,hooklogic,Advertising & Marketing,147,1062,43540,1,368.6298,9,5,NY,HookLogic
1074,1074,Haddonfield,New Jersey,Philadelphia,5258069,redline-automotive-merchandising,Advertising & Marketing,110,1073,43543,1,362.7372,49,5,NJ,Redline Automotive Merchandising
1075,1075,Seattle,Washington,Seattle,2016473,graphicbomb,Advertising & Marketing,9,1074,43544,1,361.8127,23,5,WA,GraphicBomb
1096,1096,Minneapolis,Minnesota,Minneapolis,5138552,solve,Advertising & Marketing,41,1096,43554,1,353.421,13,5,MN,Solve
1098,1098,Atlanta,Georgia,Atlanta,4799246,bluetube,Advertising & Marketing,42,1098,25739,3,352.2871,29,5,GA,Bluetube
1103,1103,New York,New York,New York City,57288247,accordant-media,Advertising & Marketing,61,1103,25951,3,351.0509,9,5,NY,Accordant Media
1105,1105,Henrietta,New York,"Rochester, NY",21766844,clickspark,Advertising & Marketing,215,1105,25635,3,350.6142,71,5,NY,ClickSpark
1106,1106,San Diego,California,San Diego,12519000,idea,Advertising & Marketing,53,1106,43557,1,349.8383,11,5,CA,i.d.e.a.
1114,1114,Hayward,California,San Francisco,12015089,corefact,Advertising & Marketing,50,1114,37162,2,347.5897,4,5,CA,Corefact
1116,1116,Fort Collins,Colorado,"Fort Collins, CO",30845460,madwire,Advertising & Marketing,239,1116,22925,4,347.4046,1009,5,CO,Madwire
1123,1123,New York,New York,New York City,601000000,mediamath,Advertising & Marketing,730,1123,21173,4,344.3958,9,5,NY,MediaMath
1126,1126,Beverly Hills,California,Los Angeles,17011699,channel-factory,Advertising & Marketing,50,1126,37317,2,342.8144,2,5,CA,Channel Factory
1129,1129,Englewood,Colorado,Denver,5076470,clicks-and-clients,Advertising & Marketing,14,1129,25183,3,341.8075,30,5,CO,Clicks and Clients
1133,1133,American Fork,Utah,"Provo-Orem, UT",6145669,business-promotion,Advertising & Marketing,88,1133,37281,2,341.2795,48,5,UT,Business Promotion
1147,1147,St. Louis,Missouri,"St. Louis, MO-IL",28665568,paradowski,Advertising & Marketing,50,1147,25401,3,338.7525,74,5,MO,Paradowski
1160,1160,Chicago,Illinois,Chicago,8534469,nelson-cash,Advertising & Marketing,20,1160,43573,1,335.151,17,5,IL,Nelson Cash
1161,1161,Needham,Massachusetts,Boston,14427612,acceleration-partners,Advertising & Marketing,45,1161,23141,4,334.1105,6,5,MA,Acceleration Partners
1166,1166,Doral,Florida,Miami,2475573,plumbing-hvac-seo,Advertising & Marketing,23,1166,43574,1,332.6843,1,5,FL,Plumbing & HVAC SEO
1173,1173,Los Angeles,California,Los Angeles,8005109,rainmaker-ad-ventures,Advertising & Marketing,2,1173,36916,2,331.7927,2,5,CA,Rainmaker Ad Ventures
1190,1190,Wimington,Delaware,Philadelphia,4765386,astoria-company,Advertising & Marketing,24,1190,36721,2,318.0163,49,5,DE,Astoria Company
1199,1199,Delray Beach,Florida,Miami,2826168,rouge-24,Advertising & Marketing,27,1199,43587,1,326.298,1,5,FL,Rouge 24
1213,1213,Newton,Massachusetts,Boston,7615649,insegment,Advertising & Marketing,65,1214,25201,3,320.6841,6,5,MA,inSegment
1216,1216,Greenville,South Carolina,"Greenville-Anderson-Mauldin, SC",11008518,dom360,Advertising & Marketing,58,1217,26203,3,318.6313,1000,5,SC,DOM360
1223,1223,Framingham,Massachusetts,Boston,4507664,listengage,Advertising & Marketing,38,1224,37964,2,317.6737,6,5,MA,ListEngage
1233,1233,Seattle,Washington,Seattle,20744204,rational-interaction,Advertising & Marketing,112,1234,37096,2,315.0931,23,5,WA,Rational Interaction
1240,1240,Chicago,Illinois,Chicago,4472888,bcv-social,Advertising & Marketing,57,1241,43600,1,312.4815,17,5,IL,BCV Social
1261,1261,New York,New York,New York City,94984000,pulsepoint,Advertising & Marketing,118,1262,36940,2,306.8709,9,5,NY,PulsePoint
1281,1281,Nashville,Tennessee,Nashville,2983508,local-search-masters,Advertising & Marketing,17,1282,43618,1,301.0711,82,5,TN,Local Search Masters
1285,1285,Des Moines,Iowa,"Des Moines-West Des Moines, IA",5060768,happy-medium,Advertising & Marketing,18,1286,37026,2,299.9529,161,5,IA,Happy Medium
1286,1286,Lehi,Utah,"Provo-Orem, UT",38450473,boostability,Advertising & Marketing,435,1287,25743,3,299.9332,48,5,UT,Boostability
1287,1287,San Diego,California,San Diego,5301131,cpc-strategy,Advertising & Marketing,45,1288,43619,1,299.888,11,5,CA,CPC Strategy
1310,1310,Venice,California,Los Angeles,8189230,linfield-media-promocodesforyou,Advertising & Marketing,4,1310,43630,1,295.3652,2,5,CA,Linfield Media / PromoCodesForYou
1316,1316,Seattle,Washington,Seattle,2727570,wheelhouse-dmg,Advertising & Marketing,15,1316,43632,1,294.5783,23,5,WA,Wheelhouse DMG
1328,1328,Columbus,Ohio,"Columbus, OH",5302755,im-creative,Advertising & Marketing,14,1328,37528,2,291.2023,19,5,OH,IM Creative
1334,1334,Roswell,Georgia,Atlanta,3696448,qiigo,Advertising & Marketing,33,1334,37377,2,288.3391,29,5,GA,Qiigo
1335,1335,Alexandria,Virginia,"Washington, DC",3297603,silverback-strategies,Advertising & Marketing,23,1335,37593,2,288.2465,3,5,VA,Silverback Strategies
1346,1346,New York,New York,New York City,11532402,bitly,Advertising & Marketing,78,1346,43642,1,285.9964,9,5,NY,Bitly
1351,1351,New York,New York,New York City,3071383,delve-partners,Advertising & Marketing,13,1351,37288,2,284.8586,9,5,NY,Delve Partners
1359,1359,Edgewater,New Jersey,New York City,11076149,dxagency,Advertising & Marketing,50,1359,26125,3,282.9485,9,5,NJ,DXagency
1380,1380,San Diego,California,San Diego,41441685,zeeto,Advertising & Marketing,63,1380,37192,2,278.8467,11,5,CA,Zeeto
1383,1383,Portland,Oregon,"Portland, OR",12542289,adpearance,Advertising & Marketing,68,1383,37433,2,278.2974,10,5,OR,Adpearance
1389,1389,Minneapolis,Minnesota,Minneapolis,2876000,rocket-55,Advertising & Marketing,28,1389,37384,2,276.4398,13,5,MN,Rocket 55
1396,1396,Cordova,Tennessee,"Memphis, TN-MS-AR",4937330,highervisibility,Advertising & Marketing,38,1396,24616,2,273.5037,105,5,TN,HigherVisibility
1402,1402,Valencia,California,Los Angeles,73307150,scorpion,Advertising & Marketing,273,1402,43661,6,272.2652,2,5,CA,Scorpion
1431,1431,Southfield,Michigan,Detroit,49861136,prizelogic,Advertising & Marketing,150,1431,21288,5,267.38,50,5,MI,prizelogic
1437,1437,New York,New York,New York City,25223342,precise-leads,Advertising & Marketing,63,1437,26023,3,266.3575,9,5,NY,Precise Leads
1454,1454,Lehi,Utah,"Provo-Orem, UT",46161072,travelpass-group,Advertising & Marketing,84,1454,43672,1,263.4277,48,5,UT,TravelPASS Group
1455,1455,Cedar Falls,Iowa,"Waterloo-Cedar Falls, IA",22162203,edgecore,Advertising & Marketing,45,1455,19596,5,263.2835,169,5,IA,EdgeCore
1460,1460,Ventura,California,"Oxnard-Thousand Oaks-Ventura, CA",114314000,the-trade-desk,Advertising & Marketing,300,1460,36657,2,262.6906,67,5,CA,The Trade Desk
1468,1468,Los Angeles,California,Los Angeles,4735131,konnect-agency,Advertising & Marketing,43,1468,25049,3,261.4623,2,5,CA,Konnect Agency
1471,1471,Columbus,Ohio,"Columbus, OH",2686456,treetree,Advertising & Marketing,17,1471,25651,3,260.7473,19,5,OH,treetree
1477,1477,The Villages,Florida,"Orlando, FL",7215037,eruptr,Advertising & Marketing,12,1477,37008,2,259.3237,68,5,FL,Eruptr
1493,1493,San Ramon,California,San Francisco,5842000,clever-girls,Advertising & Marketing,29,1493,43684,1,255.7856,4,5,CA,Clever Girls
1509,1509,Miami,Florida,Miami,3672000,key-lime-interactive,Advertising & Marketing,18,1509,37189,2,251.7241,1,5,FL,Key Lime Interactive
1516,1516,lafayette,Louisiana,"Lafayette, LA",6588736,potenza,Advertising & Marketing,42,1516,26518,3,249.6894,150,5,LA,POTENZA
1517,1517,Henrico,Virginia,"Richmond, VA",3199817,brandito,Advertising & Marketing,7,1517,43691,1,249.6361,40,5,VA,Brandito
1524,1524,New York,New York,New York City,7015830,social-media-link,Advertising & Marketing,25,1524,25251,3,248.8755,9,5,NY,Social Media link
1529,1529,Oklahoma City,Oklahoma,"Oklahoma City, OK",7480847,staplegun,Advertising & Marketing,41,1529,37587,2,248.2228,38,5,OK,STAPLEGUN
1588,1588,Corte Madera,California,San Francisco,5252671,sway-group,Advertising & Marketing,36,1588,36956,2,237.6187,4,5,CA,Sway Group
1606,1606,Raleigh,North Carolina,"Raleigh, NC",10552923,le-research,Advertising & Marketing,250,1606,25798,3,234.4366,1029,5,NC,L&E Research
1615,1615,Jacksonville,Florida,"Jacksonville, FL",3257876,vast-bridges,Advertising & Marketing,24,1615,43721,1,233.0327,64,5,FL,Vast Bridges
1619,1619,Harrisburg,Pennsylvania,"Harrisburg-Carlisle, PA",11441965,webpagefx,Advertising & Marketing,83,1619,21696,4,232.378,133,5,PA,WebpageFX
1639,1639,Eden Prairie,Minnesota,Minneapolis,27032125,sequel-response,Advertising & Marketing,17,1639,25356,3,229.0265,13,5,MN,SeQuel Response
1644,1644,Washington,District of Columbia,"Washington, DC",2769678,isom-global-strategies,Advertising & Marketing,19,1644,26100,3,228.0614,3,5,DC,Isom Global Strategies
1647,1647,Lafayette,Louisiana,"Lafayette, LA",8145892,bbr-creative,Advertising & Marketing,32,1647,43732,1,227.9689,150,5,LA,BBR Creative
1679,1679,Nashville,Tennessee,Nashville,3060934,snapshot-interactive,Advertising & Marketing,33,1679,37240,2,222.0646,82,5,TN,Snapshot Interactive
1698,1698,New York,New York,New York City,98972750,good-apple-digital,Advertising & Marketing,41,1699,43749,1,218.5686,9,5,NY,Good Apple Digital
1702,1702,Houston,Texas,Houston,11131577,local-search-group,Advertising & Marketing,17,1703,36683,2,218.2475,22,5,TX,Local Search Group
1703,1703,San Francisco,California,San Francisco,4473327,levitate-media,Advertising & Marketing,22,1704,26109,3,218.199,4,5,CA,Levitate Media
1705,1705,Lehi,Utah,"Provo-Orem, UT",4344132,97th-floor,Advertising & Marketing,47,1706,43752,1,217.9749,48,5,UT,97th Floor
1708,1708,Dallas,Texas,Dallas,4156000,70kft,Advertising & Marketing,34,1709,37201,2,217.4943,8,5,TX,70kft
1713,1713,Philadelphia,Pennsylvania,Philadelphia,11141457,targetxcom,Advertising & Marketing,78,1714,2469,6,217.0419,49,5,PA,TargetX.com
1719,1719,Phoenix,Arizona,Phoenix,7386244,zog-digital,Advertising & Marketing,52,1720,24866,3,216.4629,46,5,AZ,ZOG Digital
1721,1721,Brooklyn,New York,New York City,5010000,fake-love,Advertising & Marketing,18,1722,43758,1,216.2719,9,5,NY,Fake Love
1738,1738,Atlanta,Georgia,Atlanta,3392968,cardinal-web-solutions,Advertising & Marketing,39,1739,25623,3,213.7651,29,5,GA,Cardinal Web Solutions
1746,1746,Alpharetta,Georgia,Atlanta,6870638,p2sample,Advertising & Marketing,35,1747,43766,1,213.0031,29,5,GA,P2Sample
