,Unnamed: 0,city,state_l,metro,revenue,url,industry,workers,rank,id,yrs_on_list,growth,ifmid,ifiid,state_s,company
3996,3996,Fairfield,New Jersey,New York City,15585875,pearl-media,Advertising & Marketing,24,3995,21116,3,72.9401,9,5,NJ,Pearl Media
4050,4050,Red Bank,New Jersey,New York City,19058531,v12-group,Advertising & Marketing,93,4049,17938,7,71.2189,9,5,NJ,V12 Group
4108,4108,Rochester,New York,"Rochester, NY",14705660,butlertill-media-communications,Advertising & Marketing,101,4107,18250,6,69.2157,71,5,NY,Butler/Till Media & Communications
4244,4244,Byfield,Massachusetts,Boston,2075000,inmotion-brand-strategies-powered-by-proforma,Advertising & Marketing,26,4242,44416,1,63.9021,6,5,MA,"inMotion Brand Strategies, Powered by Proforma"
4296,4296,New York,New York,New York City,24417600,prosek-partners,Advertising & Marketing,102,4294,2717,8,62.5705,9,5,NY,Prosek Partners
4315,4315,Sandy Hook,Connecticut,"Bridgeport-Stamford-Norwalk, CT",8662000,mediassociates,Advertising & Marketing,40,4313,25069,3,62.0277,58,5,CT,Mediassociates
4324,4324,Boston,Massachusetts,Boston,13106000,pan-communications,Advertising & Marketing,95,4322,11840,2,61.5631,6,5,MA,PAN Communications
4451,4451,New York,New York,New York City,16723100,sullivan,Advertising & Marketing,71,4449,4540,7,57.7344,9,5,NY,Sullivan
4488,4488,Pleasantville,New York,New York City,4645690,primary-wave-media,Advertising & Marketing,25,4486,24027,3,56.4851,9,5,NY,Primary Wave Media
4989,4989,Annandale,New Jersey,New York City,5309000,blue-ocean-pharma,Advertising & Marketing,26,4987,44573,1,40.4126,9,5,NJ,Blue Ocean Pharma
