,Unnamed: 0,city,state_l,metro,revenue,url,industry,workers,rank,id,yrs_on_list,growth,ifmid,ifiid,state_s,company
1162,1162,Fairfield,California,"Vallejo-Fairfield, CA",2957170,before-the-movie,Advertising & Marketing,9,1166,24842,1,375.4996,321,5,CA,Before The Movie
1201,1201,New York,New York,New York City,13073497,sub-rosa,Advertising & Marketing,42,1205,22235,3,361.9475,9,5,NY,Sub Rosa
1204,1204,Herndon,Virginia,"Washington, DC",15510049,tier10,Advertising & Marketing,55,1208,23473,2,361.1093,3,5,VA,Tier10
1205,1205,Poway,California,San Diego,4105554,ad-juster,Advertising & Marketing,21,1209,23021,2,361.0687,11,5,CA,Ad-Juster
1212,1212,White Plains,New York,New York City,9695241,winterbridge-media,Advertising & Marketing,15,1216,26282,1,359.3667,9,5,NY,Winterbridge Media
1223,1223,Los Angeles,California,Los Angeles,2494222,zehnergroup,Advertising & Marketing,35,1227,26264,1,356.1664,2,5,CA,ZehnerGroup
1234,1234,New York,New York,New York City,7769004,factory-360,Advertising & Marketing,11,1238,17954,4,352.1345,9,5,NY,Factory 360
1241,1241,El Segundo,California,Los Angeles,52886897,prodege,Advertising & Marketing,110,1245,19237,4,349.7997,2,5,CA,Prodege
1247,1247,New Hope,Pennsylvania,Philadelphia,2760193,marketeching-solutions,Advertising & Marketing,6,1251,25550,1,347.6523,49,5,PA,Marketeching Solutions
1253,1253,Seattle,Washington,Seattle,6785800,livearealabs,Advertising & Marketing,45,1257,26383,1,345.4068,23,5,WA,LiveAreaLabs
1254,1254,Duluth,Minnesota,"Duluth, MN-WI",4605000,aimclear,Advertising & Marketing,24,1258,21296,3,344.9275,343,5,MN,Aimclear
1268,1268,Chicago,Illinois,Chicago,6358946,action-lead-solutions,Advertising & Marketing,12,1272,23152,2,340.0311,17,5,IL,Action Lead Solutions
1277,1277,Mount Laurel,New Jersey,Philadelphia,8172200,webimax,Advertising & Marketing,83,1281,20999,3,337.38699999999994,49,5,NJ,Webimax
1312,1312,San Francisco,California,San Francisco,3821365,alcance-media-group,Advertising & Marketing,14,1316,26102,1,327.1237,4,5,CA,Alcance Media Group
1315,1315,Irvine,California,Los Angeles,2449010,gigasavvy,Advertising & Marketing,25,1319,25051,1,325.6808,2,5,CA,GigaSavvy
1324,1324,Greenville,South Carolina,"Greenville-Anderson-Mauldin, SC",3683581,dom360,Advertising & Marketing,40,1328,26203,1,324.3928,1000,5,SC,DOM360
1346,1346,Dallas,Texas,Dallas,4812000,blue-track-media,Advertising & Marketing,5,1350,25570,1,318.79900000000004,8,5,TX,Blue Track Media
1364,1364,Citrus Heights,California,"Sacramento, CA",4782217,retail-radio,Advertising & Marketing,17,1368,21365,3,314.0921,1011,5,CA,Retail Radio
1368,1368,Scottsdale,Arizona,San Jose,21237619,digital-air-strike,Advertising & Marketing,138,1372,25326,1,312.9676,20,5,AZ,Digital Air Strike
1374,1374,New York,New York,New York City,13133811,precise-leads,Advertising & Marketing,55,1378,26023,1,311.0169,9,5,NY,Precise Leads
1388,1388,Apex,North Carolina,"Raleigh-Cary, NC",2548128,autoshop-solutions,Advertising & Marketing,25,1392,23312,2,307.7951,36,5,NC,Autoshop Solutions
1398,1398,Atlanta,Georgia,Atlanta,6941768,arke,Advertising & Marketing,33,1402,23658,2,305.5785,29,5,GA,Arke
1410,1410,Gaithersburg,Maryland,"Washington, DC",3832666,blue-corona,Advertising & Marketing,28,1415,21104,3,302.4781,3,5,MD,Blue Corona
1428,1428,INDIANAPOLIS,Indiana,"Indianapolis, IN",3491616,element-three,Advertising & Marketing,29,1433,26378,1,297.7599,81,5,IN,Element Three
1446,1446,Worthington,Ohio,"Columbus, OH",9513000,farmer-lumpe-mcclelland-advertising-agency,Advertising & Marketing,42,1452,21547,3,294.0762,19,5,OH,"Farmer, Lumpe, & McClelland Advertising Agency"
1476,1476,Boston,Massachusetts,Boston,21067059,brafton,Advertising & Marketing,329,1482,21016,3,289.2041,6,5,MA,Brafton
1485,1485,Lansing,Michigan,"Lansing-East Lansing, MI",3224542,edge-partnerships,Advertising & Marketing,8,1491,25959,1,287.4524,144,5,MI,Edge Partnerships
1511,1511,Portland,Oregon,"Portland, OR",4001861,copious,Advertising & Marketing,21,1517,23597,2,282.9532,10,5,OR,Copious
1514,1514,Charlottesville,Virginia,"Charlottesville, VA",22285853,rimm-kaufman-group,Advertising & Marketing,193,1520,537,4,281.7941,106,5,VA,Rimm-Kaufman Group
1519,1519,Lisle,Illinois,Chicago,368744342,royal-buying-group,Advertising & Marketing,32,1525,46,9,280.2242,17,5,IL,Royal Buying Group
1523,1523,Culver City,California,Los Angeles,6207825,dash-two,Advertising & Marketing,13,1529,23393,2,279.4591,2,5,CA,Dash Two
1528,1528,Mohnton,Pennsylvania,"Lancaster, PA",7881905,mail-shark,Advertising & Marketing,33,1534,21234,3,278.4374,305,5,PA,Mail Shark
1553,1553,Chicago,Illinois,Chicago,3871029,walker-sands-communications,Advertising & Marketing,43,1560,23639,2,272.92900000000003,17,5,IL,Walker Sands Communications
1559,1559,Edgewater,New Jersey,New York City,5720000,dxagency,Advertising & Marketing,40,1566,26125,1,271.6699,9,5,NJ,DXagency
1572,1572,Harrisburg,Pennsylvania,"Harrisburg-Carlisle, PA",4951797,webpagefx,Advertising & Marketing,52,1579,21696,2,270.2331,133,5,PA,WebpageFX
1584,1584,New York,New York,New York City,18731000,madison-logic,Advertising & Marketing,55,1591,23578,2,267.7793,9,5,NY,Madison Logic
1586,1586,Raleigh,North Carolina,"Raleigh-Cary, NC",3156000,three-ships,Advertising & Marketing,20,1593,25272,1,267.404,36,5,NC,Three Ships
1589,1589,Waltham,Massachusetts,Boston,13623038,netprospex,Advertising & Marketing,115,1596,24620,1,266.8153,6,5,MA,NetProspex
1602,1602,Melville,New York,New York City,9434464,driven-local,Advertising & Marketing,70,1609,21218,3,264.8144,9,5,NY,Driven Local
1604,1604,Reston,Virginia,"Washington, DC",19196785,resonate,Advertising & Marketing,93,1611,21146,3,264.6315,3,5,VA,Resonate
1608,1608,San Diego,California,San Diego,2196720,digital-operative,Advertising & Marketing,24,1615,26367,1,263.7869,11,5,CA,Digital Operative
1659,1659,Newton,Massachusetts,Boston,5062780,insegment,Advertising & Marketing,36,1666,25201,1,253.0291,6,5,MA,inSegment
1680,1680,Irvine,California,Los Angeles,5508929,column-five,Advertising & Marketing,48,1687,23094,2,249.7404,2,5,CA,Column Five
1707,1707,Mary Esther,Florida,"Pensacola-Ferry Pass-Brent, FL",68725301,advanced-enterprises-of-nw-fl,Advertising & Marketing,543,1714,21328,3,245.1132,130,5,FL,Advanced Enterprises of NW FL
1729,1729,Seattle,Washington,Seattle,14108000,mixpo,Advertising & Marketing,89,1736,25430,1,240.3619,23,5,WA,Mixpo
1754,1754,San Francisco,California,San Francisco,6022256,highwire-public-relations,Advertising & Marketing,36,1761,23516,2,235.71400000000003,4,5,CA,Highwire Public Relations
1766,1766,Culver City,California,Los Angeles,9108830,adsupply,Advertising & Marketing,37,1773,23701,2,233.7537,2,5,CA,AdSupply
1769,1769,Austin,Texas,Austin,3376150,steel-branding,Advertising & Marketing,31,1776,26502,1,233.2725,18,5,TX,Steel Branding
1777,1777,Fairfield,New Jersey,New York City,15203901,pearl-media,Advertising & Marketing,17,1784,21116,2,232.4697,9,5,NJ,Pearl Media
1780,1780,Knoxville,Tennessee,"Knoxville, TN",3620161,pyxl,Advertising & Marketing,26,1787,23596,2,232.0655,99,5,TN,Pyxl
1809,1809,Irvine,California,Los Angeles,6607351,ink-studios,Advertising & Marketing,22,1816,22141,3,227.4208,2,5,CA,INK Studios
1846,1846,Cary,North Carolina,"Raleigh-Cary, NC",14059595,ignite-social-media,Advertising & Marketing,114,1854,21493,3,221.5981,36,5,NC,Ignite Social Media
1849,1849,Perkasie,Pennsylvania,Philadelphia,2138257,powerone,Advertising & Marketing,6,1857,26344,1,221.3356,49,5,PA,PowerOne
1855,1855,Seattle,Washington,Seattle,6876975,add3,Advertising & Marketing,30,1863,23209,2,220.6272,23,5,WA,Add3
1862,1862,Chicago,Illinois,Chicago,2882043,no-limit-agency,Advertising & Marketing,24,1870,23415,2,219.1758,17,5,IL,No Limit Agency
1867,1867,Valencia,California,Los Angeles,26056913,scorpion,Advertising & Marketing,136,1875,43661,4,218.7551,2,5,CA,Scorpion
1873,1873,Edgewater,New Jersey,New York City,2669113,mediarevo,Advertising & Marketing,17,1881,24821,1,218.5038,9,5,NJ,Mediarevo
1879,1879,Greensboro,North Carolina,"Greensboro-High Point, NC",6851993,sfw,Advertising & Marketing,39,1887,22134,3,217.8187,287,5,NC,SFW
1886,1886,Derwood,Maryland,"Washington, DC",8536735,dealeron,Advertising & Marketing,67,1894,20111,4,216.8691,3,5,MD,DealerOn
1910,1910,Simi Valley,California,"Oxnard-Thousand Oaks-Ventura, CA",13604638,bruce-clay,Advertising & Marketing,38,1918,2309,8,212.5348,67,5,CA,Bruce Clay
1911,1911,Emeryville,California,San Francisco,2773845,bhava-communications,Advertising & Marketing,17,1919,26443,1,212.4966,4,5,CA,Bhava Communications
